"STATISTIC","Statistic Label","TLIST(M1)","Month","C02431V02938","Meteorological Weather Station","UNIT","VALUE"
"MTM03C1","Total Sunshine Hours","195801","1958M01","001","Belmullet","Number","43.7"
"MTM03C1","Total Sunshine Hours","195801","1958M01","002","Birr","Number","64.6"
"MTM03C1","Total Sunshine Hours","195801","1958M01","003","Valentia Observatory","Number","46.8"
"MTM03C1","Total Sunshine Hours","195801","1958M01","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","195801","1958M01","005","Claremorris","Number","51.6"
"MTM03C1","Total Sunshine Hours","195801","1958M01","006","Clones","Number","53.8"
"MTM03C1","Total Sunshine Hours","195801","1958M01","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","195801","1958M01","008","Dublin airport","Number","79.5"
"MTM03C1","Total Sunshine Hours","195801","1958M01","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","195801","1958M01","010","Kilkenny","Number","73.3"
"MTM03C1","Total Sunshine Hours","195801","1958M01","011","Malin head","Number","42.6"
"MTM03C1","Total Sunshine Hours","195801","1958M01","012","Mullingar","Number","68.8"
"MTM03C1","Total Sunshine Hours","195801","1958M01","013","Roches Point","Number","78.8"
"MTM03C1","Total Sunshine Hours","195801","1958M01","014","Rosslare","Number","86.9"
"MTM03C1","Total Sunshine Hours","195801","1958M01","015","Shannon airport","Number","64.1"
"MTM03C1","Total Sunshine Hours","195802","1958M02","001","Belmullet","Number","45.7"
"MTM03C1","Total Sunshine Hours","195802","1958M02","002","Birr","Number","62.6"
"MTM03C1","Total Sunshine Hours","195802","1958M02","003","Valentia Observatory","Number","51"
"MTM03C1","Total Sunshine Hours","195802","1958M02","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","195802","1958M02","005","Claremorris","Number","53.6"
"MTM03C1","Total Sunshine Hours","195802","1958M02","006","Clones","Number","57.1"
"MTM03C1","Total Sunshine Hours","195802","1958M02","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","195802","1958M02","008","Dublin airport","Number","62.7"
"MTM03C1","Total Sunshine Hours","195802","1958M02","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","195802","1958M02","010","Kilkenny","Number","55.3"
"MTM03C1","Total Sunshine Hours","195802","1958M02","011","Malin head","Number","49.7"
"MTM03C1","Total Sunshine Hours","195802","1958M02","012","Mullingar","Number","61.9"
"MTM03C1","Total Sunshine Hours","195802","1958M02","013","Roches Point","Number","57.7"
"MTM03C1","Total Sunshine Hours","195802","1958M02","014","Rosslare","Number","69.3"
"MTM03C1","Total Sunshine Hours","195802","1958M02","015","Shannon airport","Number","58.8"
"MTM03C1","Total Sunshine Hours","195803","1958M03","001","Belmullet","Number","64.5"
"MTM03C1","Total Sunshine Hours","195803","1958M03","002","Birr","Number","82.9"
"MTM03C1","Total Sunshine Hours","195803","1958M03","003","Valentia Observatory","Number","69.5"
"MTM03C1","Total Sunshine Hours","195803","1958M03","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","195803","1958M03","005","Claremorris","Number","71.1"
"MTM03C1","Total Sunshine Hours","195803","1958M03","006","Clones","Number","84.2"
"MTM03C1","Total Sunshine Hours","195803","1958M03","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","195803","1958M03","008","Dublin airport","Number","105.1"
"MTM03C1","Total Sunshine Hours","195803","1958M03","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","195803","1958M03","010","Kilkenny","Number","90.4"
"MTM03C1","Total Sunshine Hours","195803","1958M03","011","Malin head","Number","97.6"
"MTM03C1","Total Sunshine Hours","195803","1958M03","012","Mullingar","Number","96.7"
"MTM03C1","Total Sunshine Hours","195803","1958M03","013","Roches Point","Number","89.6"
"MTM03C1","Total Sunshine Hours","195803","1958M03","014","Rosslare","Number","115.4"
"MTM03C1","Total Sunshine Hours","195803","1958M03","015","Shannon airport","Number","82.1"
"MTM03C1","Total Sunshine Hours","195804","1958M04","001","Belmullet","Number","135.2"
"MTM03C1","Total Sunshine Hours","195804","1958M04","002","Birr","Number","116.5"
"MTM03C1","Total Sunshine Hours","195804","1958M04","003","Valentia Observatory","Number","134.8"
"MTM03C1","Total Sunshine Hours","195804","1958M04","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","195804","1958M04","005","Claremorris","Number","130.2"
"MTM03C1","Total Sunshine Hours","195804","1958M04","006","Clones","Number","119.5"
"MTM03C1","Total Sunshine Hours","195804","1958M04","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","195804","1958M04","008","Dublin airport","Number","140.8"
"MTM03C1","Total Sunshine Hours","195804","1958M04","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","195804","1958M04","010","Kilkenny","Number","130.1"
"MTM03C1","Total Sunshine Hours","195804","1958M04","011","Malin head","Number","135.3"
"MTM03C1","Total Sunshine Hours","195804","1958M04","012","Mullingar","Number","128"
"MTM03C1","Total Sunshine Hours","195804","1958M04","013","Roches Point","Number","127.6"
"MTM03C1","Total Sunshine Hours","195804","1958M04","014","Rosslare","Number","179"
"MTM03C1","Total Sunshine Hours","195804","1958M04","015","Shannon airport","Number","137.7"
"MTM03C1","Total Sunshine Hours","195805","1958M05","001","Belmullet","Number","196.3"
"MTM03C1","Total Sunshine Hours","195805","1958M05","002","Birr","Number","160"
"MTM03C1","Total Sunshine Hours","195805","1958M05","003","Valentia Observatory","Number","168.4"
"MTM03C1","Total Sunshine Hours","195805","1958M05","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","195805","1958M05","005","Claremorris","Number","153.2"
"MTM03C1","Total Sunshine Hours","195805","1958M05","006","Clones","Number","162.9"
"MTM03C1","Total Sunshine Hours","195805","1958M05","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","195805","1958M05","008","Dublin airport","Number","176.9"
"MTM03C1","Total Sunshine Hours","195805","1958M05","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","195805","1958M05","010","Kilkenny","Number","171.2"
"MTM03C1","Total Sunshine Hours","195805","1958M05","011","Malin head","Number","226.4"
"MTM03C1","Total Sunshine Hours","195805","1958M05","012","Mullingar","Number","160.2"
"MTM03C1","Total Sunshine Hours","195805","1958M05","013","Roches Point","Number","194.3"
"MTM03C1","Total Sunshine Hours","195805","1958M05","014","Rosslare","Number","209.7"
"MTM03C1","Total Sunshine Hours","195805","1958M05","015","Shannon airport","Number","178"
"MTM03C1","Total Sunshine Hours","195806","1958M06","001","Belmullet","Number","139.9"
"MTM03C1","Total Sunshine Hours","195806","1958M06","002","Birr","Number","116.5"
"MTM03C1","Total Sunshine Hours","195806","1958M06","003","Valentia Observatory","Number","139.1"
"MTM03C1","Total Sunshine Hours","195806","1958M06","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","195806","1958M06","005","Claremorris","Number","94.7"
"MTM03C1","Total Sunshine Hours","195806","1958M06","006","Clones","Number","99.4"
"MTM03C1","Total Sunshine Hours","195806","1958M06","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","195806","1958M06","008","Dublin airport","Number","139.6"
"MTM03C1","Total Sunshine Hours","195806","1958M06","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","195806","1958M06","010","Kilkenny","Number","131.3"
"MTM03C1","Total Sunshine Hours","195806","1958M06","011","Malin head","Number","142.6"
"MTM03C1","Total Sunshine Hours","195806","1958M06","012","Mullingar","Number","127.8"
"MTM03C1","Total Sunshine Hours","195806","1958M06","013","Roches Point","Number","148.6"
"MTM03C1","Total Sunshine Hours","195806","1958M06","014","Rosslare","Number","179.7"
"MTM03C1","Total Sunshine Hours","195806","1958M06","015","Shannon airport","Number","132.9"
"MTM03C1","Total Sunshine Hours","195807","1958M07","001","Belmullet","Number","187.9"
"MTM03C1","Total Sunshine Hours","195807","1958M07","002","Birr","Number","133.5"
"MTM03C1","Total Sunshine Hours","195807","1958M07","003","Valentia Observatory","Number","118.6"
"MTM03C1","Total Sunshine Hours","195807","1958M07","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","195807","1958M07","005","Claremorris","Number","132.9"
"MTM03C1","Total Sunshine Hours","195807","1958M07","006","Clones","Number","135.4"
"MTM03C1","Total Sunshine Hours","195807","1958M07","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","195807","1958M07","008","Dublin airport","Number","147.3"
"MTM03C1","Total Sunshine Hours","195807","1958M07","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","195807","1958M07","010","Kilkenny","Number","135.6"
"MTM03C1","Total Sunshine Hours","195807","1958M07","011","Malin head","Number","185"
"MTM03C1","Total Sunshine Hours","195807","1958M07","012","Mullingar","Number","130.5"
"MTM03C1","Total Sunshine Hours","195807","1958M07","013","Roches Point","Number","158.9"
"MTM03C1","Total Sunshine Hours","195807","1958M07","014","Rosslare","Number","165.5"
"MTM03C1","Total Sunshine Hours","195807","1958M07","015","Shannon airport","Number","136.7"
"MTM03C1","Total Sunshine Hours","195808","1958M08","001","Belmullet","Number","152.4"
"MTM03C1","Total Sunshine Hours","195808","1958M08","002","Birr","Number","130.2"
"MTM03C1","Total Sunshine Hours","195808","1958M08","003","Valentia Observatory","Number","131.3"
"MTM03C1","Total Sunshine Hours","195808","1958M08","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","195808","1958M08","005","Claremorris","Number","120"
"MTM03C1","Total Sunshine Hours","195808","1958M08","006","Clones","Number","102.8"
"MTM03C1","Total Sunshine Hours","195808","1958M08","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","195808","1958M08","008","Dublin airport","Number","128.9"
"MTM03C1","Total Sunshine Hours","195808","1958M08","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","195808","1958M08","010","Kilkenny","Number","137.8"
"MTM03C1","Total Sunshine Hours","195808","1958M08","011","Malin head","Number","135.4"
"MTM03C1","Total Sunshine Hours","195808","1958M08","012","Mullingar","Number","125.8"
"MTM03C1","Total Sunshine Hours","195808","1958M08","013","Roches Point","Number","157.1"
"MTM03C1","Total Sunshine Hours","195808","1958M08","014","Rosslare","Number","153.8"
"MTM03C1","Total Sunshine Hours","195808","1958M08","015","Shannon airport","Number","136.1"
"MTM03C1","Total Sunshine Hours","195809","1958M09","001","Belmullet","Number","117.8"
"MTM03C1","Total Sunshine Hours","195809","1958M09","002","Birr","Number","108"
"MTM03C1","Total Sunshine Hours","195809","1958M09","003","Valentia Observatory","Number","103.3"
"MTM03C1","Total Sunshine Hours","195809","1958M09","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","195809","1958M09","005","Claremorris","Number","81.9"
"MTM03C1","Total Sunshine Hours","195809","1958M09","006","Clones","Number","95.5"
"MTM03C1","Total Sunshine Hours","195809","1958M09","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","195809","1958M09","008","Dublin airport","Number","111.3"
"MTM03C1","Total Sunshine Hours","195809","1958M09","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","195809","1958M09","010","Kilkenny","Number","101.8"
"MTM03C1","Total Sunshine Hours","195809","1958M09","011","Malin head","Number","106.1"
"MTM03C1","Total Sunshine Hours","195809","1958M09","012","Mullingar","Number","100.2"
"MTM03C1","Total Sunshine Hours","195809","1958M09","013","Roches Point","Number","102.8"
"MTM03C1","Total Sunshine Hours","195809","1958M09","014","Rosslare","Number","131.6"
"MTM03C1","Total Sunshine Hours","195809","1958M09","015","Shannon airport","Number","111.9"
"MTM03C1","Total Sunshine Hours","195810","1958M10","001","Belmullet","Number","80.5"
"MTM03C1","Total Sunshine Hours","195810","1958M10","002","Birr","Number","78.3"
"MTM03C1","Total Sunshine Hours","195810","1958M10","003","Valentia Observatory","Number","56"
"MTM03C1","Total Sunshine Hours","195810","1958M10","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","195810","1958M10","005","Claremorris","Number","65.7"
"MTM03C1","Total Sunshine Hours","195810","1958M10","006","Clones","Number","80.1"
"MTM03C1","Total Sunshine Hours","195810","1958M10","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","195810","1958M10","008","Dublin airport","Number","104.9"
"MTM03C1","Total Sunshine Hours","195810","1958M10","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","195810","1958M10","010","Kilkenny","Number","81.7"
"MTM03C1","Total Sunshine Hours","195810","1958M10","011","Malin head","Number","79.2"
"MTM03C1","Total Sunshine Hours","195810","1958M10","012","Mullingar","Number","85.3"
"MTM03C1","Total Sunshine Hours","195810","1958M10","013","Roches Point","Number","82.8"
"MTM03C1","Total Sunshine Hours","195810","1958M10","014","Rosslare","Number","113.1"
"MTM03C1","Total Sunshine Hours","195810","1958M10","015","Shannon airport","Number","79.6"
"MTM03C1","Total Sunshine Hours","195811","1958M11","001","Belmullet","Number","42.6"
"MTM03C1","Total Sunshine Hours","195811","1958M11","002","Birr","Number","42.3"
"MTM03C1","Total Sunshine Hours","195811","1958M11","003","Valentia Observatory","Number","46"
"MTM03C1","Total Sunshine Hours","195811","1958M11","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","195811","1958M11","005","Claremorris","Number","36.7"
"MTM03C1","Total Sunshine Hours","195811","1958M11","006","Clones","Number","40.6"
"MTM03C1","Total Sunshine Hours","195811","1958M11","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","195811","1958M11","008","Dublin airport","Number","55.4"
"MTM03C1","Total Sunshine Hours","195811","1958M11","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","195811","1958M11","010","Kilkenny","Number","46.8"
"MTM03C1","Total Sunshine Hours","195811","1958M11","011","Malin head","Number","54"
"MTM03C1","Total Sunshine Hours","195811","1958M11","012","Mullingar","Number","43.3"
"MTM03C1","Total Sunshine Hours","195811","1958M11","013","Roches Point","Number","40.5"
"MTM03C1","Total Sunshine Hours","195811","1958M11","014","Rosslare","Number","64.3"
"MTM03C1","Total Sunshine Hours","195811","1958M11","015","Shannon airport","Number","41.7"
"MTM03C1","Total Sunshine Hours","195812","1958M12","001","Belmullet","Number","44.9"
"MTM03C1","Total Sunshine Hours","195812","1958M12","002","Birr","Number","40.8"
"MTM03C1","Total Sunshine Hours","195812","1958M12","003","Valentia Observatory","Number","51.6"
"MTM03C1","Total Sunshine Hours","195812","1958M12","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","195812","1958M12","005","Claremorris","Number","33.2"
"MTM03C1","Total Sunshine Hours","195812","1958M12","006","Clones","Number","34.1"
"MTM03C1","Total Sunshine Hours","195812","1958M12","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","195812","1958M12","008","Dublin airport","Number","51.2"
"MTM03C1","Total Sunshine Hours","195812","1958M12","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","195812","1958M12","010","Kilkenny","Number","38.8"
"MTM03C1","Total Sunshine Hours","195812","1958M12","011","Malin head","Number","37.7"
"MTM03C1","Total Sunshine Hours","195812","1958M12","012","Mullingar","Number","52.1"
"MTM03C1","Total Sunshine Hours","195812","1958M12","013","Roches Point","Number","51.1"
"MTM03C1","Total Sunshine Hours","195812","1958M12","014","Rosslare","Number","47.9"
"MTM03C1","Total Sunshine Hours","195812","1958M12","015","Shannon airport","Number","38"
"MTM03C1","Total Sunshine Hours","195901","1959M01","001","Belmullet","Number","75.2"
"MTM03C1","Total Sunshine Hours","195901","1959M01","002","Birr","Number","77.9"
"MTM03C1","Total Sunshine Hours","195901","1959M01","003","Valentia Observatory","Number","71.9"
"MTM03C1","Total Sunshine Hours","195901","1959M01","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","195901","1959M01","005","Claremorris","Number","77.1"
"MTM03C1","Total Sunshine Hours","195901","1959M01","006","Clones","Number","90.2"
"MTM03C1","Total Sunshine Hours","195901","1959M01","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","195901","1959M01","008","Dublin airport","Number","99.3"
"MTM03C1","Total Sunshine Hours","195901","1959M01","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","195901","1959M01","010","Kilkenny","Number","77.4"
"MTM03C1","Total Sunshine Hours","195901","1959M01","011","Malin head","Number","81.3"
"MTM03C1","Total Sunshine Hours","195901","1959M01","012","Mullingar","Number","96"
"MTM03C1","Total Sunshine Hours","195901","1959M01","013","Roches Point","Number","77.5"
"MTM03C1","Total Sunshine Hours","195901","1959M01","014","Rosslare","Number","101"
"MTM03C1","Total Sunshine Hours","195901","1959M01","015","Shannon airport","Number","73.1"
"MTM03C1","Total Sunshine Hours","195902","1959M02","001","Belmullet","Number","70.7"
"MTM03C1","Total Sunshine Hours","195902","1959M02","002","Birr","Number","71.9"
"MTM03C1","Total Sunshine Hours","195902","1959M02","003","Valentia Observatory","Number","64.6"
"MTM03C1","Total Sunshine Hours","195902","1959M02","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","195902","1959M02","005","Claremorris","Number","52.1"
"MTM03C1","Total Sunshine Hours","195902","1959M02","006","Clones","Number","40.8"
"MTM03C1","Total Sunshine Hours","195902","1959M02","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","195902","1959M02","008","Dublin airport","Number","69.2"
"MTM03C1","Total Sunshine Hours","195902","1959M02","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","195902","1959M02","010","Kilkenny","Number","67.3"
"MTM03C1","Total Sunshine Hours","195902","1959M02","011","Malin head","Number","71.4"
"MTM03C1","Total Sunshine Hours","195902","1959M02","012","Mullingar","Number","56"
"MTM03C1","Total Sunshine Hours","195902","1959M02","013","Roches Point","Number","54.8"
"MTM03C1","Total Sunshine Hours","195902","1959M02","014","Rosslare","Number","55.6"
"MTM03C1","Total Sunshine Hours","195902","1959M02","015","Shannon airport","Number","77.6"
"MTM03C1","Total Sunshine Hours","195903","1959M03","001","Belmullet","Number","138.1"
"MTM03C1","Total Sunshine Hours","195903","1959M03","002","Birr","Number","105.2"
"MTM03C1","Total Sunshine Hours","195903","1959M03","003","Valentia Observatory","Number","102"
"MTM03C1","Total Sunshine Hours","195903","1959M03","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","195903","1959M03","005","Claremorris","Number","95.8"
"MTM03C1","Total Sunshine Hours","195903","1959M03","006","Clones","Number","101"
"MTM03C1","Total Sunshine Hours","195903","1959M03","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","195903","1959M03","008","Dublin airport","Number","112.1"
"MTM03C1","Total Sunshine Hours","195903","1959M03","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","195903","1959M03","010","Kilkenny","Number","98.5"
"MTM03C1","Total Sunshine Hours","195903","1959M03","011","Malin head","Number","127.9"
"MTM03C1","Total Sunshine Hours","195903","1959M03","012","Mullingar","Number","107.8"
"MTM03C1","Total Sunshine Hours","195903","1959M03","013","Roches Point","Number","114.3"
"MTM03C1","Total Sunshine Hours","195903","1959M03","014","Rosslare","Number","125.8"
"MTM03C1","Total Sunshine Hours","195903","1959M03","015","Shannon airport","Number","106.3"
"MTM03C1","Total Sunshine Hours","195904","1959M04","001","Belmullet","Number","148.7"
"MTM03C1","Total Sunshine Hours","195904","1959M04","002","Birr","Number","138.3"
"MTM03C1","Total Sunshine Hours","195904","1959M04","003","Valentia Observatory","Number","143"
"MTM03C1","Total Sunshine Hours","195904","1959M04","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","195904","1959M04","005","Claremorris","Number","131.1"
"MTM03C1","Total Sunshine Hours","195904","1959M04","006","Clones","Number","132"
"MTM03C1","Total Sunshine Hours","195904","1959M04","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","195904","1959M04","008","Dublin airport","Number","152.9"
"MTM03C1","Total Sunshine Hours","195904","1959M04","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","195904","1959M04","010","Kilkenny","Number","132.1"
"MTM03C1","Total Sunshine Hours","195904","1959M04","011","Malin head","Number","159.6"
"MTM03C1","Total Sunshine Hours","195904","1959M04","012","Mullingar","Number","144.5"
"MTM03C1","Total Sunshine Hours","195904","1959M04","013","Roches Point","Number","138.9"
"MTM03C1","Total Sunshine Hours","195904","1959M04","014","Rosslare","Number","153.4"
"MTM03C1","Total Sunshine Hours","195904","1959M04","015","Shannon airport","Number","137.9"
"MTM03C1","Total Sunshine Hours","195905","1959M05","001","Belmullet","Number","261.7"
"MTM03C1","Total Sunshine Hours","195905","1959M05","002","Birr","Number","234.5"
"MTM03C1","Total Sunshine Hours","195905","1959M05","003","Valentia Observatory","Number","239.8"
"MTM03C1","Total Sunshine Hours","195905","1959M05","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","195905","1959M05","005","Claremorris","Number","236"
"MTM03C1","Total Sunshine Hours","195905","1959M05","006","Clones","Number","227.4"
"MTM03C1","Total Sunshine Hours","195905","1959M05","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","195905","1959M05","008","Dublin airport","Number","236.3"
"MTM03C1","Total Sunshine Hours","195905","1959M05","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","195905","1959M05","010","Kilkenny","Number","237.7"
"MTM03C1","Total Sunshine Hours","195905","1959M05","011","Malin head","Number","264.5"
"MTM03C1","Total Sunshine Hours","195905","1959M05","012","Mullingar","Number","235.2"
"MTM03C1","Total Sunshine Hours","195905","1959M05","013","Roches Point","Number","228.5"
"MTM03C1","Total Sunshine Hours","195905","1959M05","014","Rosslare","Number","271.7"
"MTM03C1","Total Sunshine Hours","195905","1959M05","015","Shannon airport","Number","221.8"
"MTM03C1","Total Sunshine Hours","195906","1959M06","001","Belmullet","Number","198.1"
"MTM03C1","Total Sunshine Hours","195906","1959M06","002","Birr","Number","238.9"
"MTM03C1","Total Sunshine Hours","195906","1959M06","003","Valentia Observatory","Number","224.7"
"MTM03C1","Total Sunshine Hours","195906","1959M06","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","195906","1959M06","005","Claremorris","Number","185.7"
"MTM03C1","Total Sunshine Hours","195906","1959M06","006","Clones","Number","204.6"
"MTM03C1","Total Sunshine Hours","195906","1959M06","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","195906","1959M06","008","Dublin airport","Number","240.6"
"MTM03C1","Total Sunshine Hours","195906","1959M06","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","195906","1959M06","010","Kilkenny","Number","267"
"MTM03C1","Total Sunshine Hours","195906","1959M06","011","Malin head","Number","207"
"MTM03C1","Total Sunshine Hours","195906","1959M06","012","Mullingar","Number","234.3"
"MTM03C1","Total Sunshine Hours","195906","1959M06","013","Roches Point","Number","271.6"
"MTM03C1","Total Sunshine Hours","195906","1959M06","014","Rosslare","Number","301"
"MTM03C1","Total Sunshine Hours","195906","1959M06","015","Shannon airport","Number","220.3"
"MTM03C1","Total Sunshine Hours","195907","1959M07","001","Belmullet","Number","129.8"
"MTM03C1","Total Sunshine Hours","195907","1959M07","002","Birr","Number","171"
"MTM03C1","Total Sunshine Hours","195907","1959M07","003","Valentia Observatory","Number","168.8"
"MTM03C1","Total Sunshine Hours","195907","1959M07","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","195907","1959M07","005","Claremorris","Number","114.7"
"MTM03C1","Total Sunshine Hours","195907","1959M07","006","Clones","Number","136.4"
"MTM03C1","Total Sunshine Hours","195907","1959M07","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","195907","1959M07","008","Dublin airport","Number","191.6"
"MTM03C1","Total Sunshine Hours","195907","1959M07","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","195907","1959M07","010","Kilkenny","Number","190.2"
"MTM03C1","Total Sunshine Hours","195907","1959M07","011","Malin head","Number","104.1"
"MTM03C1","Total Sunshine Hours","195907","1959M07","012","Mullingar","Number","169.8"
"MTM03C1","Total Sunshine Hours","195907","1959M07","013","Roches Point","Number","214"
"MTM03C1","Total Sunshine Hours","195907","1959M07","014","Rosslare","Number","256.3"
"MTM03C1","Total Sunshine Hours","195907","1959M07","015","Shannon airport","Number","172.3"
"MTM03C1","Total Sunshine Hours","195908","1959M08","001","Belmullet","Number","110"
"MTM03C1","Total Sunshine Hours","195908","1959M08","002","Birr","Number","150.2"
"MTM03C1","Total Sunshine Hours","195908","1959M08","003","Valentia Observatory","Number","180.8"
"MTM03C1","Total Sunshine Hours","195908","1959M08","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","195908","1959M08","005","Claremorris","Number","100.5"
"MTM03C1","Total Sunshine Hours","195908","1959M08","006","Clones","Number","113.4"
"MTM03C1","Total Sunshine Hours","195908","1959M08","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","195908","1959M08","008","Dublin airport","Number","189.6"
"MTM03C1","Total Sunshine Hours","195908","1959M08","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","195908","1959M08","010","Kilkenny","Number","171.1"
"MTM03C1","Total Sunshine Hours","195908","1959M08","011","Malin head","Number","132.1"
"MTM03C1","Total Sunshine Hours","195908","1959M08","012","Mullingar","Number","133.1"
"MTM03C1","Total Sunshine Hours","195908","1959M08","013","Roches Point","Number","192.8"
"MTM03C1","Total Sunshine Hours","195908","1959M08","014","Rosslare","Number","239.5"
"MTM03C1","Total Sunshine Hours","195908","1959M08","015","Shannon airport","Number","148.6"
"MTM03C1","Total Sunshine Hours","195909","1959M09","001","Belmullet","Number","175.4"
"MTM03C1","Total Sunshine Hours","195909","1959M09","002","Birr","Number","168.8"
"MTM03C1","Total Sunshine Hours","195909","1959M09","003","Valentia Observatory","Number","163.6"
"MTM03C1","Total Sunshine Hours","195909","1959M09","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","195909","1959M09","005","Claremorris","Number","128.5"
"MTM03C1","Total Sunshine Hours","195909","1959M09","006","Clones","Number","122.9"
"MTM03C1","Total Sunshine Hours","195909","1959M09","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","195909","1959M09","008","Dublin airport","Number","181.2"
"MTM03C1","Total Sunshine Hours","195909","1959M09","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","195909","1959M09","010","Kilkenny","Number","165.2"
"MTM03C1","Total Sunshine Hours","195909","1959M09","011","Malin head","Number","153.8"
"MTM03C1","Total Sunshine Hours","195909","1959M09","012","Mullingar","Number","154.6"
"MTM03C1","Total Sunshine Hours","195909","1959M09","013","Roches Point","Number","192.3"
"MTM03C1","Total Sunshine Hours","195909","1959M09","014","Rosslare","Number","219.5"
"MTM03C1","Total Sunshine Hours","195909","1959M09","015","Shannon airport","Number","165.6"
"MTM03C1","Total Sunshine Hours","195910","1959M10","001","Belmullet","Number","93.1"
"MTM03C1","Total Sunshine Hours","195910","1959M10","002","Birr","Number","124.5"
"MTM03C1","Total Sunshine Hours","195910","1959M10","003","Valentia Observatory","Number","94.2"
"MTM03C1","Total Sunshine Hours","195910","1959M10","004","Casement","Number",""
"MTM03C1","Total Sunshine Hours","195910","1959M10","005","Claremorris","Number","89.5"
"MTM03C1","Total Sunshine Hours","195910","1959M10","006","Clones","Number","98.7"
"MTM03C1","Total Sunshine Hours","195910","1959M10","007","Cork airport","Number",""
"MTM03C1","Total Sunshine Hours","195910","1959M10","008","Dublin airport","Number","132.5"
"MTM03C1","Total Sunshine Hours","195910","1959M10","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","195910","1959M10","010","Kilkenny","Number","119.5"
"MTM03C1","Total Sunshine Hours","195910","1959M10","011","Malin head","Number","98.1"
"MTM03C1","Total Sunshine Hours","195910","1959M10","012","Mullingar","Number","122.5"
"MTM03C1","Total Sunshine Hours","195910","1959M10","013","Roches Point","Number","106"
"MTM03C1","Total Sunshine Hours","195910","1959M10","014","Rosslare","Number","134.8"
"MTM03C1","Total Sunshine Hours","195910","1959M10","015","Shannon airport","Number","101.6"
"MTM03C1","Total Sunshine Hours","195911","1959M11","001","Belmullet","Number","65.2"
