"STATISTIC","Statistic Label","TLIST(M1)","Month","C02431V02938","Meteorological Weather Station","UNIT","VALUE"
"MTM03C1","Total Sunshine Hours","198411","1984M11","004","Casement","Number","57.1"
"MTM03C1","Total Sunshine Hours","198411","1984M11","005","Claremorris","Number","66.6"
"MTM03C1","Total Sunshine Hours","198411","1984M11","006","Clones","Number","54"
"MTM03C1","Total Sunshine Hours","198411","1984M11","007","Cork airport","Number","57.1"
"MTM03C1","Total Sunshine Hours","198411","1984M11","008","Dublin airport","Number","60.4"
"MTM03C1","Total Sunshine Hours","198411","1984M11","009","Galway","Number","73.2"
"MTM03C1","Total Sunshine Hours","198411","1984M11","010","Kilkenny","Number","57.3"
"MTM03C1","Total Sunshine Hours","198411","1984M11","011","Malin head","Number","52.5"
"MTM03C1","Total Sunshine Hours","198411","1984M11","012","Mullingar","Number","68.5"
"MTM03C1","Total Sunshine Hours","198411","1984M11","013","Roches Point","Number","66.8"
"MTM03C1","Total Sunshine Hours","198411","1984M11","014","Rosslare","Number","55.7"
"MTM03C1","Total Sunshine Hours","198411","1984M11","015","Shannon airport","Number","55.5"
"MTM03C1","Total Sunshine Hours","198412","1984M12","001","Belmullet","Number","23.5"
"MTM03C1","Total Sunshine Hours","198412","1984M12","002","Birr","Number","33.8"
"MTM03C1","Total Sunshine Hours","198412","1984M12","003","Valentia Observatory","Number","24.6"
"MTM03C1","Total Sunshine Hours","198412","1984M12","004","Casement","Number","46.6"
"MTM03C1","Total Sunshine Hours","198412","1984M12","005","Claremorris","Number","24.1"
"MTM03C1","Total Sunshine Hours","198412","1984M12","006","Clones","Number","19.9"
"MTM03C1","Total Sunshine Hours","198412","1984M12","007","Cork airport","Number","49.6"
"MTM03C1","Total Sunshine Hours","198412","1984M12","008","Dublin airport","Number","48"
"MTM03C1","Total Sunshine Hours","198412","1984M12","009","Galway","Number","33.9"
"MTM03C1","Total Sunshine Hours","198412","1984M12","010","Kilkenny","Number","45.8"
"MTM03C1","Total Sunshine Hours","198412","1984M12","011","Malin head","Number","29.8"
"MTM03C1","Total Sunshine Hours","198412","1984M12","012","Mullingar","Number","33.8"
"MTM03C1","Total Sunshine Hours","198412","1984M12","013","Roches Point","Number","50.3"
"MTM03C1","Total Sunshine Hours","198412","1984M12","014","Rosslare","Number","65"
"MTM03C1","Total Sunshine Hours","198412","1984M12","015","Shannon airport","Number","35.6"
"MTM03C1","Total Sunshine Hours","198501","1985M01","001","Belmullet","Number","89.7"
"MTM03C1","Total Sunshine Hours","198501","1985M01","002","Birr","Number","74.7"
"MTM03C1","Total Sunshine Hours","198501","1985M01","003","Valentia Observatory","Number","72.9"
"MTM03C1","Total Sunshine Hours","198501","1985M01","004","Casement","Number","50.2"
"MTM03C1","Total Sunshine Hours","198501","1985M01","005","Claremorris","Number","88.1"
"MTM03C1","Total Sunshine Hours","198501","1985M01","006","Clones","Number","68.7"
"MTM03C1","Total Sunshine Hours","198501","1985M01","007","Cork airport","Number","60.6"
"MTM03C1","Total Sunshine Hours","198501","1985M01","008","Dublin airport","Number","54.1"
"MTM03C1","Total Sunshine Hours","198501","1985M01","009","Galway","Number","107.5"
"MTM03C1","Total Sunshine Hours","198501","1985M01","010","Kilkenny","Number","82.8"
"MTM03C1","Total Sunshine Hours","198501","1985M01","011","Malin head","Number","60"
"MTM03C1","Total Sunshine Hours","198501","1985M01","012","Mullingar","Number","77.6"
"MTM03C1","Total Sunshine Hours","198501","1985M01","013","Roches Point","Number","61.3"
"MTM03C1","Total Sunshine Hours","198501","1985M01","014","Rosslare","Number","64.3"
"MTM03C1","Total Sunshine Hours","198501","1985M01","015","Shannon airport","Number","83.9"
"MTM03C1","Total Sunshine Hours","198502","1985M02","001","Belmullet","Number","65"
"MTM03C1","Total Sunshine Hours","198502","1985M02","002","Birr","Number","47.6"
"MTM03C1","Total Sunshine Hours","198502","1985M02","003","Valentia Observatory","Number","33.4"
"MTM03C1","Total Sunshine Hours","198502","1985M02","004","Casement","Number","74"
"MTM03C1","Total Sunshine Hours","198502","1985M02","005","Claremorris","Number","40.1"
"MTM03C1","Total Sunshine Hours","198502","1985M02","006","Clones","Number","59.2"
"MTM03C1","Total Sunshine Hours","198502","1985M02","007","Cork airport","Number","21.9"
"MTM03C1","Total Sunshine Hours","198502","1985M02","008","Dublin airport","Number","73.3"
"MTM03C1","Total Sunshine Hours","198502","1985M02","009","Galway","Number","37.7"
"MTM03C1","Total Sunshine Hours","198502","1985M02","010","Kilkenny","Number","37.4"
"MTM03C1","Total Sunshine Hours","198502","1985M02","011","Malin head","Number","65.7"
"MTM03C1","Total Sunshine Hours","198502","1985M02","012","Mullingar","Number","63.6"
"MTM03C1","Total Sunshine Hours","198502","1985M02","013","Roches Point","Number","29.7"
"MTM03C1","Total Sunshine Hours","198502","1985M02","014","Rosslare","Number","41.3"
"MTM03C1","Total Sunshine Hours","198502","1985M02","015","Shannon airport","Number","30.4"
"MTM03C1","Total Sunshine Hours","198503","1985M03","001","Belmullet","Number","84.4"
"MTM03C1","Total Sunshine Hours","198503","1985M03","002","Birr","Number","80.6"
"MTM03C1","Total Sunshine Hours","198503","1985M03","003","Valentia Observatory","Number","91.3"
"MTM03C1","Total Sunshine Hours","198503","1985M03","004","Casement","Number","107.3"
"MTM03C1","Total Sunshine Hours","198503","1985M03","005","Claremorris","Number","83.7"
"MTM03C1","Total Sunshine Hours","198503","1985M03","006","Clones","Number","82.2"
"MTM03C1","Total Sunshine Hours","198503","1985M03","007","Cork airport","Number","92.9"
"MTM03C1","Total Sunshine Hours","198503","1985M03","008","Dublin airport","Number","116.4"
"MTM03C1","Total Sunshine Hours","198503","1985M03","009","Galway","Number","112.2"
"MTM03C1","Total Sunshine Hours","198503","1985M03","010","Kilkenny","Number","102.7"
"MTM03C1","Total Sunshine Hours","198503","1985M03","011","Malin head","Number","80.1"
"MTM03C1","Total Sunshine Hours","198503","1985M03","012","Mullingar","Number","99.3"
"MTM03C1","Total Sunshine Hours","198503","1985M03","013","Roches Point","Number","100.5"
"MTM03C1","Total Sunshine Hours","198503","1985M03","014","Rosslare","Number","118"
"MTM03C1","Total Sunshine Hours","198503","1985M03","015","Shannon airport","Number","107.4"
"MTM03C1","Total Sunshine Hours","198504","1985M04","001","Belmullet","Number","152.1"
"MTM03C1","Total Sunshine Hours","198504","1985M04","002","Birr","Number","128.1"
"MTM03C1","Total Sunshine Hours","198504","1985M04","003","Valentia Observatory","Number","148.8"
"MTM03C1","Total Sunshine Hours","198504","1985M04","004","Casement","Number","116"
"MTM03C1","Total Sunshine Hours","198504","1985M04","005","Claremorris","Number","123.8"
"MTM03C1","Total Sunshine Hours","198504","1985M04","006","Clones","Number","139.4"
"MTM03C1","Total Sunshine Hours","198504","1985M04","007","Cork airport","Number","165.5"
"MTM03C1","Total Sunshine Hours","198504","1985M04","008","Dublin airport","Number","137.3"
"MTM03C1","Total Sunshine Hours","198504","1985M04","009","Galway","Number","160.7"
"MTM03C1","Total Sunshine Hours","198504","1985M04","010","Kilkenny","Number","135.6"
"MTM03C1","Total Sunshine Hours","198504","1985M04","011","Malin head","Number","127.5"
"MTM03C1","Total Sunshine Hours","198504","1985M04","012","Mullingar","Number","124.7"
"MTM03C1","Total Sunshine Hours","198504","1985M04","013","Roches Point","Number","167"
"MTM03C1","Total Sunshine Hours","198504","1985M04","014","Rosslare","Number","137.9"
"MTM03C1","Total Sunshine Hours","198504","1985M04","015","Shannon airport","Number","156.2"
"MTM03C1","Total Sunshine Hours","198505","1985M05","001","Belmullet","Number","186.7"
"MTM03C1","Total Sunshine Hours","198505","1985M05","002","Birr","Number","148.1"
"MTM03C1","Total Sunshine Hours","198505","1985M05","003","Valentia Observatory","Number","190"
"MTM03C1","Total Sunshine Hours","198505","1985M05","004","Casement","Number","142.7"
"MTM03C1","Total Sunshine Hours","198505","1985M05","005","Claremorris","Number","137.1"
"MTM03C1","Total Sunshine Hours","198505","1985M05","006","Clones","Number","157.8"
"MTM03C1","Total Sunshine Hours","198505","1985M05","007","Cork airport","Number","167.1"
"MTM03C1","Total Sunshine Hours","198505","1985M05","008","Dublin airport","Number","158.8"
"MTM03C1","Total Sunshine Hours","198505","1985M05","009","Galway","Number","178.1"
"MTM03C1","Total Sunshine Hours","198505","1985M05","010","Kilkenny","Number","147"
"MTM03C1","Total Sunshine Hours","198505","1985M05","011","Malin head","Number","174.8"
"MTM03C1","Total Sunshine Hours","198505","1985M05","012","Mullingar","Number","152.1"
"MTM03C1","Total Sunshine Hours","198505","1985M05","013","Roches Point","Number","169.8"
"MTM03C1","Total Sunshine Hours","198505","1985M05","014","Rosslare","Number","192.3"
"MTM03C1","Total Sunshine Hours","198505","1985M05","015","Shannon airport","Number","165.4"
"MTM03C1","Total Sunshine Hours","198506","1985M06","001","Belmullet","Number","157.8"
"MTM03C1","Total Sunshine Hours","198506","1985M06","002","Birr","Number","118.7"
"MTM03C1","Total Sunshine Hours","198506","1985M06","003","Valentia Observatory","Number","135.6"
"MTM03C1","Total Sunshine Hours","198506","1985M06","004","Casement","Number","169.5"
"MTM03C1","Total Sunshine Hours","198506","1985M06","005","Claremorris","Number","127.6"
"MTM03C1","Total Sunshine Hours","198506","1985M06","006","Clones","Number","152.7"
"MTM03C1","Total Sunshine Hours","198506","1985M06","007","Cork airport","Number","152.6"
"MTM03C1","Total Sunshine Hours","198506","1985M06","008","Dublin airport","Number","171.5"
"MTM03C1","Total Sunshine Hours","198506","1985M06","009","Galway","Number","152.6"
"MTM03C1","Total Sunshine Hours","198506","1985M06","010","Kilkenny","Number","136.2"
"MTM03C1","Total Sunshine Hours","198506","1985M06","011","Malin head","Number","188"
"MTM03C1","Total Sunshine Hours","198506","1985M06","012","Mullingar","Number","168.4"
"MTM03C1","Total Sunshine Hours","198506","1985M06","013","Roches Point","Number","148.8"
"MTM03C1","Total Sunshine Hours","198506","1985M06","014","Rosslare","Number","159.7"
"MTM03C1","Total Sunshine Hours","198506","1985M06","015","Shannon airport","Number","128.2"
"MTM03C1","Total Sunshine Hours","198507","1985M07","001","Belmullet","Number","108.2"
"MTM03C1","Total Sunshine Hours","198507","1985M07","002","Birr","Number","88.6"
"MTM03C1","Total Sunshine Hours","198507","1985M07","003","Valentia Observatory","Number","93"
"MTM03C1","Total Sunshine Hours","198507","1985M07","004","Casement","Number","114.1"
"MTM03C1","Total Sunshine Hours","198507","1985M07","005","Claremorris","Number","82.1"
"MTM03C1","Total Sunshine Hours","198507","1985M07","006","Clones","Number","102.8"
"MTM03C1","Total Sunshine Hours","198507","1985M07","007","Cork airport","Number","128.5"
"MTM03C1","Total Sunshine Hours","198507","1985M07","008","Dublin airport","Number","124.9"
"MTM03C1","Total Sunshine Hours","198507","1985M07","009","Galway","Number","114.3"
"MTM03C1","Total Sunshine Hours","198507","1985M07","010","Kilkenny","Number","117"
"MTM03C1","Total Sunshine Hours","198507","1985M07","011","Malin head","Number","112.6"
"MTM03C1","Total Sunshine Hours","198507","1985M07","012","Mullingar","Number","89.9"
"MTM03C1","Total Sunshine Hours","198507","1985M07","013","Roches Point","Number","132"
"MTM03C1","Total Sunshine Hours","198507","1985M07","014","Rosslare","Number","156"
"MTM03C1","Total Sunshine Hours","198507","1985M07","015","Shannon airport","Number","99.7"
"MTM03C1","Total Sunshine Hours","198508","1985M08","001","Belmullet","Number","118.3"
"MTM03C1","Total Sunshine Hours","198508","1985M08","002","Birr","Number","96.1"
"MTM03C1","Total Sunshine Hours","198508","1985M08","003","Valentia Observatory","Number","111.5"
"MTM03C1","Total Sunshine Hours","198508","1985M08","004","Casement","Number","124.6"
"MTM03C1","Total Sunshine Hours","198508","1985M08","005","Claremorris","Number","82.1"
"MTM03C1","Total Sunshine Hours","198508","1985M08","006","Clones","Number","108"
"MTM03C1","Total Sunshine Hours","198508","1985M08","007","Cork airport","Number","143.8"
"MTM03C1","Total Sunshine Hours","198508","1985M08","008","Dublin airport","Number","141.2"
"MTM03C1","Total Sunshine Hours","198508","1985M08","009","Galway","Number","126.1"
"MTM03C1","Total Sunshine Hours","198508","1985M08","010","Kilkenny","Number","107.8"
"MTM03C1","Total Sunshine Hours","198508","1985M08","011","Malin head","Number","102"
"MTM03C1","Total Sunshine Hours","198508","1985M08","012","Mullingar","Number","99.4"
"MTM03C1","Total Sunshine Hours","198508","1985M08","013","Roches Point","Number","137.2"
"MTM03C1","Total Sunshine Hours","198508","1985M08","014","Rosslare","Number","163.3"
"MTM03C1","Total Sunshine Hours","198508","1985M08","015","Shannon airport","Number","116.7"
"MTM03C1","Total Sunshine Hours","198509","1985M09","001","Belmullet","Number","83.6"
"MTM03C1","Total Sunshine Hours","198509","1985M09","002","Birr","Number","87"
"MTM03C1","Total Sunshine Hours","198509","1985M09","003","Valentia Observatory","Number","99.3"
"MTM03C1","Total Sunshine Hours","198509","1985M09","004","Casement","Number","105.6"
"MTM03C1","Total Sunshine Hours","198509","1985M09","005","Claremorris","Number","77.4"
"MTM03C1","Total Sunshine Hours","198509","1985M09","006","Clones","Number","81.3"
"MTM03C1","Total Sunshine Hours","198509","1985M09","007","Cork airport","Number","107.1"
"MTM03C1","Total Sunshine Hours","198509","1985M09","008","Dublin airport","Number","121.6"
"MTM03C1","Total Sunshine Hours","198509","1985M09","009","Galway","Number","105.4"
"MTM03C1","Total Sunshine Hours","198509","1985M09","010","Kilkenny","Number","100.5"
"MTM03C1","Total Sunshine Hours","198509","1985M09","011","Malin head","Number","82.2"
"MTM03C1","Total Sunshine Hours","198509","1985M09","012","Mullingar","Number","93.7"
"MTM03C1","Total Sunshine Hours","198509","1985M09","013","Roches Point","Number","107.8"
"MTM03C1","Total Sunshine Hours","198509","1985M09","014","Rosslare","Number","122.3"
"MTM03C1","Total Sunshine Hours","198509","1985M09","015","Shannon airport","Number","110.4"
"MTM03C1","Total Sunshine Hours","198510","1985M10","001","Belmullet","Number","82.5"
"MTM03C1","Total Sunshine Hours","198510","1985M10","002","Birr","Number","65.7"
"MTM03C1","Total Sunshine Hours","198510","1985M10","003","Valentia Observatory","Number","93.9"
"MTM03C1","Total Sunshine Hours","198510","1985M10","004","Casement","Number","80.7"
"MTM03C1","Total Sunshine Hours","198510","1985M10","005","Claremorris","Number","64.4"
"MTM03C1","Total Sunshine Hours","198510","1985M10","006","Clones","Number","62.9"
"MTM03C1","Total Sunshine Hours","198510","1985M10","007","Cork airport","Number","69.3"
"MTM03C1","Total Sunshine Hours","198510","1985M10","008","Dublin airport","Number","74.2"
"MTM03C1","Total Sunshine Hours","198510","1985M10","009","Galway","Number","88"
"MTM03C1","Total Sunshine Hours","198510","1985M10","010","Kilkenny","Number","62.3"
"MTM03C1","Total Sunshine Hours","198510","1985M10","011","Malin head","Number","95"
"MTM03C1","Total Sunshine Hours","198510","1985M10","012","Mullingar","Number","75"
"MTM03C1","Total Sunshine Hours","198510","1985M10","013","Roches Point","Number","64.2"
"MTM03C1","Total Sunshine Hours","198510","1985M10","014","Rosslare","Number","58.9"
"MTM03C1","Total Sunshine Hours","198510","1985M10","015","Shannon airport","Number","80.4"
"MTM03C1","Total Sunshine Hours","198511","1985M11","001","Belmullet","Number","75"
"MTM03C1","Total Sunshine Hours","198511","1985M11","002","Birr","Number","73.9"
"MTM03C1","Total Sunshine Hours","198511","1985M11","003","Valentia Observatory","Number","92.2"
"MTM03C1","Total Sunshine Hours","198511","1985M11","004","Casement","Number","81.2"
"MTM03C1","Total Sunshine Hours","198511","1985M11","005","Claremorris","Number","73.6"
"MTM03C1","Total Sunshine Hours","198511","1985M11","006","Clones","Number","68.8"
"MTM03C1","Total Sunshine Hours","198511","1985M11","007","Cork airport","Number","92.7"
"MTM03C1","Total Sunshine Hours","198511","1985M11","008","Dublin airport","Number","95.2"
"MTM03C1","Total Sunshine Hours","198511","1985M11","009","Galway","Number","89"
"MTM03C1","Total Sunshine Hours","198511","1985M11","010","Kilkenny","Number","92.2"
"MTM03C1","Total Sunshine Hours","198511","1985M11","011","Malin head","Number","40.4"
"MTM03C1","Total Sunshine Hours","198511","1985M11","012","Mullingar","Number","76.5"
"MTM03C1","Total Sunshine Hours","198511","1985M11","013","Roches Point","Number","102"
"MTM03C1","Total Sunshine Hours","198511","1985M11","014","Rosslare","Number","94.1"
"MTM03C1","Total Sunshine Hours","198511","1985M11","015","Shannon airport","Number","71.3"
"MTM03C1","Total Sunshine Hours","198512","1985M12","001","Belmullet","Number","28.7"
"MTM03C1","Total Sunshine Hours","198512","1985M12","002","Birr","Number","45.1"
"MTM03C1","Total Sunshine Hours","198512","1985M12","003","Valentia Observatory","Number","39.4"
"MTM03C1","Total Sunshine Hours","198512","1985M12","004","Casement","Number","49.3"
"MTM03C1","Total Sunshine Hours","198512","1985M12","005","Claremorris","Number","28.2"
"MTM03C1","Total Sunshine Hours","198512","1985M12","006","Clones","Number","41.8"
"MTM03C1","Total Sunshine Hours","198512","1985M12","007","Cork airport","Number","46.5"
"MTM03C1","Total Sunshine Hours","198512","1985M12","008","Dublin airport","Number","51.9"
"MTM03C1","Total Sunshine Hours","198512","1985M12","009","Galway","Number","49.9"
"MTM03C1","Total Sunshine Hours","198512","1985M12","010","Kilkenny","Number","41.6"
"MTM03C1","Total Sunshine Hours","198512","1985M12","011","Malin head","Number","28.6"
"MTM03C1","Total Sunshine Hours","198512","1985M12","012","Mullingar","Number","48"
"MTM03C1","Total Sunshine Hours","198512","1985M12","013","Roches Point","Number","49.1"
"MTM03C1","Total Sunshine Hours","198512","1985M12","014","Rosslare","Number","51.3"
"MTM03C1","Total Sunshine Hours","198512","1985M12","015","Shannon airport","Number","49.1"
"MTM03C1","Total Sunshine Hours","198601","1986M01","001","Belmullet","Number","34.8"
"MTM03C1","Total Sunshine Hours","198601","1986M01","002","Birr","Number","42"
"MTM03C1","Total Sunshine Hours","198601","1986M01","003","Valentia Observatory","Number","35.5"
"MTM03C1","Total Sunshine Hours","198601","1986M01","004","Casement","Number","48.3"
"MTM03C1","Total Sunshine Hours","198601","1986M01","005","Claremorris","Number","38.4"
"MTM03C1","Total Sunshine Hours","198601","1986M01","006","Clones","Number","38.5"
"MTM03C1","Total Sunshine Hours","198601","1986M01","007","Cork airport","Number","62"
"MTM03C1","Total Sunshine Hours","198601","1986M01","008","Dublin airport","Number","66.6"
"MTM03C1","Total Sunshine Hours","198601","1986M01","009","Galway","Number","52"
"MTM03C1","Total Sunshine Hours","198601","1986M01","010","Kilkenny","Number","58.7"
"MTM03C1","Total Sunshine Hours","198601","1986M01","011","Malin head","Number","19.8"
"MTM03C1","Total Sunshine Hours","198601","1986M01","012","Mullingar","Number","56"
"MTM03C1","Total Sunshine Hours","198601","1986M01","013","Roches Point","Number","71.6"
"MTM03C1","Total Sunshine Hours","198601","1986M01","014","Rosslare","Number","76.1"
"MTM03C1","Total Sunshine Hours","198601","1986M01","015","Shannon airport","Number","40.7"
"MTM03C1","Total Sunshine Hours","198602","1986M02","001","Belmullet","Number","102.1"
"MTM03C1","Total Sunshine Hours","198602","1986M02","002","Birr","Number","81.1"
"MTM03C1","Total Sunshine Hours","198602","1986M02","003","Valentia Observatory","Number","61.1"
"MTM03C1","Total Sunshine Hours","198602","1986M02","004","Casement","Number","62"
"MTM03C1","Total Sunshine Hours","198602","1986M02","005","Claremorris","Number","87.4"
"MTM03C1","Total Sunshine Hours","198602","1986M02","006","Clones","Number","74.8"
"MTM03C1","Total Sunshine Hours","198602","1986M02","007","Cork airport","Number","39.6"
"MTM03C1","Total Sunshine Hours","198602","1986M02","008","Dublin airport","Number","65.8"
"MTM03C1","Total Sunshine Hours","198602","1986M02","009","Galway","Number","91.7"
"MTM03C1","Total Sunshine Hours","198602","1986M02","010","Kilkenny","Number","79.9"
"MTM03C1","Total Sunshine Hours","198602","1986M02","011","Malin head","Number","68"
"MTM03C1","Total Sunshine Hours","198602","1986M02","012","Mullingar","Number","79.4"
"MTM03C1","Total Sunshine Hours","198602","1986M02","013","Roches Point","Number","39.4"
"MTM03C1","Total Sunshine Hours","198602","1986M02","014","Rosslare","Number","72.3"
"MTM03C1","Total Sunshine Hours","198602","1986M02","015","Shannon airport","Number","80.8"
"MTM03C1","Total Sunshine Hours","198603","1986M03","001","Belmullet","Number","104.1"
"MTM03C1","Total Sunshine Hours","198603","1986M03","002","Birr","Number","101.5"
"MTM03C1","Total Sunshine Hours","198603","1986M03","003","Valentia Observatory","Number","83.7"
"MTM03C1","Total Sunshine Hours","198603","1986M03","004","Casement","Number","121.4"
"MTM03C1","Total Sunshine Hours","198603","1986M03","005","Claremorris","Number","97.7"
"MTM03C1","Total Sunshine Hours","198603","1986M03","006","Clones","Number","118.9"
"MTM03C1","Total Sunshine Hours","198603","1986M03","007","Cork airport","Number","124.6"
"MTM03C1","Total Sunshine Hours","198603","1986M03","008","Dublin airport","Number","128.8"
"MTM03C1","Total Sunshine Hours","198603","1986M03","009","Galway","Number","119.9"
"MTM03C1","Total Sunshine Hours","198603","1986M03","010","Kilkenny","Number","118.7"
"MTM03C1","Total Sunshine Hours","198603","1986M03","011","Malin head","Number","105.1"
"MTM03C1","Total Sunshine Hours","198603","1986M03","012","Mullingar","Number","118.2"
"MTM03C1","Total Sunshine Hours","198603","1986M03","013","Roches Point","Number","129.7"
"MTM03C1","Total Sunshine Hours","198603","1986M03","014","Rosslare","Number","134.6"
"MTM03C1","Total Sunshine Hours","198603","1986M03","015","Shannon airport","Number","116"
"MTM03C1","Total Sunshine Hours","198604","1986M04","001","Belmullet","Number","180"
"MTM03C1","Total Sunshine Hours","198604","1986M04","002","Birr","Number","150.6"
"MTM03C1","Total Sunshine Hours","198604","1986M04","003","Valentia Observatory","Number","185.3"
"MTM03C1","Total Sunshine Hours","198604","1986M04","004","Casement","Number","140.7"
"MTM03C1","Total Sunshine Hours","198604","1986M04","005","Claremorris","Number","137.2"
"MTM03C1","Total Sunshine Hours","198604","1986M04","006","Clones","Number","153.4"
"MTM03C1","Total Sunshine Hours","198604","1986M04","007","Cork airport","Number","180.3"
"MTM03C1","Total Sunshine Hours","198604","1986M04","008","Dublin airport","Number","159.5"
"MTM03C1","Total Sunshine Hours","198604","1986M04","009","Galway","Number","177.4"
"MTM03C1","Total Sunshine Hours","198604","1986M04","010","Kilkenny","Number","157"
"MTM03C1","Total Sunshine Hours","198604","1986M04","011","Malin head","Number","181.2"
"MTM03C1","Total Sunshine Hours","198604","1986M04","012","Mullingar","Number","166.3"
"MTM03C1","Total Sunshine Hours","198604","1986M04","013","Roches Point","Number","181.3"
"MTM03C1","Total Sunshine Hours","198604","1986M04","014","Rosslare","Number","176.2"
"MTM03C1","Total Sunshine Hours","198604","1986M04","015","Shannon airport","Number","167"
"MTM03C1","Total Sunshine Hours","198605","1986M05","001","Belmullet","Number","157.6"
"MTM03C1","Total Sunshine Hours","198605","1986M05","002","Birr","Number","135"
"MTM03C1","Total Sunshine Hours","198605","1986M05","003","Valentia Observatory","Number","147.9"
"MTM03C1","Total Sunshine Hours","198605","1986M05","004","Casement","Number","176.4"
"MTM03C1","Total Sunshine Hours","198605","1986M05","005","Claremorris","Number","112.3"
"MTM03C1","Total Sunshine Hours","198605","1986M05","006","Clones","Number","147.4"
"MTM03C1","Total Sunshine Hours","198605","1986M05","007","Cork airport","Number","156.8"
"MTM03C1","Total Sunshine Hours","198605","1986M05","008","Dublin airport","Number","174.6"
"MTM03C1","Total Sunshine Hours","198605","1986M05","009","Galway","Number","161.2"
"MTM03C1","Total Sunshine Hours","198605","1986M05","010","Kilkenny","Number","148.4"
"MTM03C1","Total Sunshine Hours","198605","1986M05","011","Malin head","Number","143.4"
"MTM03C1","Total Sunshine Hours","198605","1986M05","012","Mullingar","Number","164.5"
"MTM03C1","Total Sunshine Hours","198605","1986M05","013","Roches Point","Number","179.7"
"MTM03C1","Total Sunshine Hours","198605","1986M05","014","Rosslare","Number","209.8"
"MTM03C1","Total Sunshine Hours","198605","1986M05","015","Shannon airport","Number","160.1"
"MTM03C1","Total Sunshine Hours","198606","1986M06","001","Belmullet","Number","126.7"
"MTM03C1","Total Sunshine Hours","198606","1986M06","002","Birr","Number","105.2"
"MTM03C1","Total Sunshine Hours","198606","1986M06","003","Valentia Observatory","Number","142.7"
"MTM03C1","Total Sunshine Hours","198606","1986M06","004","Casement","Number","164.5"
"MTM03C1","Total Sunshine Hours","198606","1986M06","005","Claremorris","Number","95.7"
"MTM03C1","Total Sunshine Hours","198606","1986M06","006","Clones","Number","132.8"
"MTM03C1","Total Sunshine Hours","198606","1986M06","007","Cork airport","Number","111.3"
"MTM03C1","Total Sunshine Hours","198606","1986M06","008","Dublin airport","Number","176.6"
"MTM03C1","Total Sunshine Hours","198606","1986M06","009","Galway","Number","121.6"
"MTM03C1","Total Sunshine Hours","198606","1986M06","010","Kilkenny","Number","118.7"
"MTM03C1","Total Sunshine Hours","198606","1986M06","011","Malin head","Number","160.1"
"MTM03C1","Total Sunshine Hours","198606","1986M06","012","Mullingar","Number","133.3"
"MTM03C1","Total Sunshine Hours","198606","1986M06","013","Roches Point","Number","121.1"
"MTM03C1","Total Sunshine Hours","198606","1986M06","014","Rosslare","Number","151.4"
"MTM03C1","Total Sunshine Hours","198606","1986M06","015","Shannon airport","Number","114.1"
"MTM03C1","Total Sunshine Hours","198607","1986M07","001","Belmullet","Number","73.2"
"MTM03C1","Total Sunshine Hours","198607","1986M07","002","Birr","Number","58.7"
"MTM03C1","Total Sunshine Hours","198607","1986M07","003","Valentia Observatory","Number","63.3"
"MTM03C1","Total Sunshine Hours","198607","1986M07","004","Casement","Number","84.7"
"MTM03C1","Total Sunshine Hours","198607","1986M07","005","Claremorris","Number","60.3"
"MTM03C1","Total Sunshine Hours","198607","1986M07","006","Clones","Number","79.9"
"MTM03C1","Total Sunshine Hours","198607","1986M07","007","Cork airport","Number","110.6"
"MTM03C1","Total Sunshine Hours","198607","1986M07","008","Dublin airport","Number","93.4"
"MTM03C1","Total Sunshine Hours","198607","1986M07","009","Galway","Number","88.1"
"MTM03C1","Total Sunshine Hours","198607","1986M07","010","Kilkenny","Number","76.3"
"MTM03C1","Total Sunshine Hours","198607","1986M07","011","Malin head","Number","94"
"MTM03C1","Total Sunshine Hours","198607","1986M07","012","Mullingar","Number","82.9"
"MTM03C1","Total Sunshine Hours","198607","1986M07","013","Roches Point","Number","101.1"
"MTM03C1","Total Sunshine Hours","198607","1986M07","014","Rosslare","Number","135"
"MTM03C1","Total Sunshine Hours","198607","1986M07","015","Shannon airport","Number","69.1"
"MTM03C1","Total Sunshine Hours","198608","1986M08","001","Belmullet","Number","158.3"
"MTM03C1","Total Sunshine Hours","198608","1986M08","002","Birr","Number","121.1"
"MTM03C1","Total Sunshine Hours","198608","1986M08","003","Valentia Observatory","Number","144.3"
"MTM03C1","Total Sunshine Hours","198608","1986M08","004","Casement","Number","130.1"
"MTM03C1","Total Sunshine Hours","198608","1986M08","005","Claremorris","Number","101.9"
"MTM03C1","Total Sunshine Hours","198608","1986M08","006","Clones","Number","119.6"
"MTM03C1","Total Sunshine Hours","198608","1986M08","007","Cork airport","Number","135.4"
"MTM03C1","Total Sunshine Hours","198608","1986M08","008","Dublin airport","Number","140.3"
"MTM03C1","Total Sunshine Hours","198608","1986M08","009","Galway","Number","148.4"
"MTM03C1","Total Sunshine Hours","198608","1986M08","010","Kilkenny","Number","117.6"
"MTM03C1","Total Sunshine Hours","198608","1986M08","011","Malin head","Number","135.5"
"MTM03C1","Total Sunshine Hours","198608","1986M08","012","Mullingar","Number","125.7"
"MTM03C1","Total Sunshine Hours","198608","1986M08","013","Roches Point","Number","148.6"
"MTM03C1","Total Sunshine Hours","198608","1986M08","014","Rosslare","Number","149.9"
"MTM03C1","Total Sunshine Hours","198608","1986M08","015","Shannon airport","Number","157.2"
