STATISTIC,Statistic Label,Month,month_date,Meteorological Weather Station,UNIT,VALUE,latitude,longitude
MTM03C1,Total Sunshine Hours,1985M11,1985-11-01,Kilkenny,Number,92.20,52.651,-7.256
MTM03C1,Total Sunshine Hours,1985M11,1985-11-01,Malin head,Number,40.40,55.385,-7.378
MTM03C1,Total Sunshine Hours,1985M11,1985-11-01,Mullingar,Number,76.50,53.525,-7.340
MTM03C1,Total Sunshine Hours,1985M11,1985-11-01,Roches Point,Number,102.00,51.785,-8.252
MTM03C1,Total Sunshine Hours,1985M11,1985-11-01,Rosslare,Number,94.10,52.261,-6.331
MTM03C1,Total Sunshine Hours,1985M11,1985-11-01,Shannon airport,Number,71.30,52.684,-8.925
MTM03C1,Total Sunshine Hours,1985M12,1985-12-01,Belmullet,Number,28.70,54.226,-9.992
MTM03C1,Total Sunshine Hours,1985M12,1985-12-01,Birr,Number,45.10,53.095,-7.902
MTM03C1,Total Sunshine Hours,1985M12,1985-12-01,Valentia Observatory,Number,39.40,51.936,-10.244
MTM03C1,Total Sunshine Hours,1985M12,1985-12-01,Casement,Number,49.30,53.307,-6.447
MTM03C1,Total Sunshine Hours,1985M12,1985-12-01,Claremorris,Number,28.20,53.719,-9.006
MTM03C1,Total Sunshine Hours,1985M12,1985-12-01,Clones,Number,41.80,54.195,-7.234
MTM03C1,Total Sunshine Hours,1985M12,1985-12-01,Cork airport,Number,46.50,51.841,-8.491
MTM03C1,Total Sunshine Hours,1985M12,1985-12-01,Dublin airport,Number,51.90,53.421,-6.270
MTM03C1,Total Sunshine Hours,1985M12,1985-12-01,Galway,Number,49.90,53.270,-9.056
MTM03C1,Total Sunshine Hours,1985M12,1985-12-01,Kilkenny,Number,41.60,52.651,-7.256
MTM03C1,Total Sunshine Hours,1985M12,1985-12-01,Malin head,Number,28.60,55.385,-7.378
MTM03C1,Total Sunshine Hours,1985M12,1985-12-01,Mullingar,Number,48.00,53.525,-7.340
MTM03C1,Total Sunshine Hours,1985M12,1985-12-01,Roches Point,Number,49.10,51.785,-8.252
MTM03C1,Total Sunshine Hours,1985M12,1985-12-01,Rosslare,Number,51.30,52.261,-6.331
MTM03C1,Total Sunshine Hours,1985M12,1985-12-01,Shannon airport,Number,49.10,52.684,-8.925
MTM03C1,Total Sunshine Hours,1986M01,1986-01-01,Belmullet,Number,34.80,54.226,-9.992
MTM03C1,Total Sunshine Hours,1986M01,1986-01-01,Birr,Number,42.00,53.095,-7.902
MTM03C1,Total Sunshine Hours,1986M01,1986-01-01,Valentia Observatory,Number,35.50,51.936,-10.244
MTM03C1,Total Sunshine Hours,1986M01,1986-01-01,Casement,Number,48.30,53.307,-6.447
MTM03C1,Total Sunshine Hours,1986M01,1986-01-01,Claremorris,Number,38.40,53.719,-9.006
MTM03C1,Total Sunshine Hours,1986M01,1986-01-01,Clones,Number,38.50,54.195,-7.234
MTM03C1,Total Sunshine Hours,1986M01,1986-01-01,Cork airport,Number,62.00,51.841,-8.491
MTM03C1,Total Sunshine Hours,1986M01,1986-01-01,Dublin airport,Number,66.60,53.421,-6.270
MTM03C1,Total Sunshine Hours,1986M01,1986-01-01,Galway,Number,52.00,53.270,-9.056
MTM03C1,Total Sunshine Hours,1986M01,1986-01-01,Kilkenny,Number,58.70,52.651,-7.256
MTM03C1,Total Sunshine Hours,1986M01,1986-01-01,Malin head,Number,19.80,55.385,-7.378
MTM03C1,Total Sunshine Hours,1986M01,1986-01-01,Mullingar,Number,56.00,53.525,-7.340
MTM03C1,Total Sunshine Hours,1986M01,1986-01-01,Roches Point,Number,71.60,51.785,-8.252
MTM03C1,Total Sunshine Hours,1986M01,1986-01-01,Rosslare,Number,76.10,52.261,-6.331
MTM03C1,Total Sunshine Hours,1986M01,1986-01-01,Shannon airport,Number,40.70,52.684,-8.925
MTM03C1,Total Sunshine Hours,1986M02,1986-02-01,Belmullet,Number,102.10,54.226,-9.992
MTM03C1,Total Sunshine Hours,1986M02,1986-02-01,Birr,Number,81.10,53.095,-7.902
MTM03C1,Total Sunshine Hours,1986M02,1986-02-01,Valentia Observatory,Number,61.10,51.936,-10.244
MTM03C1,Total Sunshine Hours,1986M02,1986-02-01,Casement,Number,62.00,53.307,-6.447
MTM03C1,Total Sunshine Hours,1986M02,1986-02-01,Claremorris,Number,87.40,53.719,-9.006
MTM03C1,Total Sunshine Hours,1986M02,1986-02-01,Clones,Number,74.80,54.195,-7.234
MTM03C1,Total Sunshine Hours,1986M02,1986-02-01,Cork airport,Number,39.60,51.841,-8.491
MTM03C1,Total Sunshine Hours,1986M02,1986-02-01,Dublin airport,Number,65.80,53.421,-6.270
MTM03C1,Total Sunshine Hours,1986M02,1986-02-01,Galway,Number,91.70,53.270,-9.056
MTM03C1,Total Sunshine Hours,1986M02,1986-02-01,Kilkenny,Number,79.90,52.651,-7.256
MTM03C1,Total Sunshine Hours,1986M02,1986-02-01,Malin head,Number,68.00,55.385,-7.378
MTM03C1,Total Sunshine Hours,1986M02,1986-02-01,Mullingar,Number,79.40,53.525,-7.340
MTM03C1,Total Sunshine Hours,1986M02,1986-02-01,Roches Point,Number,39.40,51.785,-8.252
MTM03C1,Total Sunshine Hours,1986M02,1986-02-01,Rosslare,Number,72.30,52.261,-6.331
MTM03C1,Total Sunshine Hours,1986M02,1986-02-01,Shannon airport,Number,80.80,52.684,-8.925
MTM03C1,Total Sunshine Hours,1986M03,1986-03-01,Belmullet,Number,104.10,54.226,-9.992
MTM03C1,Total Sunshine Hours,1986M03,1986-03-01,Birr,Number,101.50,53.095,-7.902
MTM03C1,Total Sunshine Hours,1986M03,1986-03-01,Valentia Observatory,Number,83.70,51.936,-10.244
MTM03C1,Total Sunshine Hours,1986M03,1986-03-01,Casement,Number,121.40,53.307,-6.447
MTM03C1,Total Sunshine Hours,1986M03,1986-03-01,Claremorris,Number,97.70,53.719,-9.006
MTM03C1,Total Sunshine Hours,1986M03,1986-03-01,Clones,Number,118.90,54.195,-7.234
MTM03C1,Total Sunshine Hours,1986M03,1986-03-01,Cork airport,Number,124.60,51.841,-8.491
MTM03C1,Total Sunshine Hours,1986M03,1986-03-01,Dublin airport,Number,128.80,53.421,-6.270
MTM03C1,Total Sunshine Hours,1986M03,1986-03-01,Galway,Number,119.90,53.270,-9.056
MTM03C1,Total Sunshine Hours,1986M03,1986-03-01,Kilkenny,Number,118.70,52.651,-7.256
MTM03C1,Total Sunshine Hours,1986M03,1986-03-01,Malin head,Number,105.10,55.385,-7.378
MTM03C1,Total Sunshine Hours,1986M03,1986-03-01,Mullingar,Number,118.20,53.525,-7.340
MTM03C1,Total Sunshine Hours,1986M03,1986-03-01,Roches Point,Number,129.70,51.785,-8.252
MTM03C1,Total Sunshine Hours,1986M03,1986-03-01,Rosslare,Number,134.60,52.261,-6.331
MTM03C1,Total Sunshine Hours,1986M03,1986-03-01,Shannon airport,Number,116.00,52.684,-8.925
MTM03C1,Total Sunshine Hours,1986M04,1986-04-01,Belmullet,Number,180.00,54.226,-9.992
MTM03C1,Total Sunshine Hours,1986M04,1986-04-01,Birr,Number,150.60,53.095,-7.902
MTM03C1,Total Sunshine Hours,1986M04,1986-04-01,Valentia Observatory,Number,185.30,51.936,-10.244
MTM03C1,Total Sunshine Hours,1986M04,1986-04-01,Casement,Number,140.70,53.307,-6.447
MTM03C1,Total Sunshine Hours,1986M04,1986-04-01,Claremorris,Number,137.20,53.719,-9.006
MTM03C1,Total Sunshine Hours,1986M04,1986-04-01,Clones,Number,153.40,54.195,-7.234
MTM03C1,Total Sunshine Hours,1986M04,1986-04-01,Cork airport,Number,180.30,51.841,-8.491
MTM03C1,Total Sunshine Hours,1986M04,1986-04-01,Dublin airport,Number,159.50,53.421,-6.270
MTM03C1,Total Sunshine Hours,1986M04,1986-04-01,Galway,Number,177.40,53.270,-9.056
MTM03C1,Total Sunshine Hours,1986M04,1986-04-01,Kilkenny,Number,157.00,52.651,-7.256
MTM03C1,Total Sunshine Hours,1986M04,1986-04-01,Malin head,Number,181.20,55.385,-7.378
MTM03C1,Total Sunshine Hours,1986M04,1986-04-01,Mullingar,Number,166.30,53.525,-7.340
MTM03C1,Total Sunshine Hours,1986M04,1986-04-01,Roches Point,Number,181.30,51.785,-8.252
MTM03C1,Total Sunshine Hours,1986M04,1986-04-01,Rosslare,Number,176.20,52.261,-6.331
MTM03C1,Total Sunshine Hours,1986M04,1986-04-01,Shannon airport,Number,167.00,52.684,-8.925
MTM03C1,Total Sunshine Hours,1986M05,1986-05-01,Belmullet,Number,157.60,54.226,-9.992
MTM03C1,Total Sunshine Hours,1986M05,1986-05-01,Birr,Number,135.00,53.095,-7.902
MTM03C1,Total Sunshine Hours,1986M05,1986-05-01,Valentia Observatory,Number,147.90,51.936,-10.244
MTM03C1,Total Sunshine Hours,1986M05,1986-05-01,Casement,Number,176.40,53.307,-6.447
MTM03C1,Total Sunshine Hours,1986M05,1986-05-01,Claremorris,Number,112.30,53.719,-9.006
MTM03C1,Total Sunshine Hours,1986M05,1986-05-01,Clones,Number,147.40,54.195,-7.234
MTM03C1,Total Sunshine Hours,1986M05,1986-05-01,Cork airport,Number,156.80,51.841,-8.491
MTM03C1,Total Sunshine Hours,1986M05,1986-05-01,Dublin airport,Number,174.60,53.421,-6.270
MTM03C1,Total Sunshine Hours,1986M05,1986-05-01,Galway,Number,161.20,53.270,-9.056
MTM03C1,Total Sunshine Hours,1986M05,1986-05-01,Kilkenny,Number,148.40,52.651,-7.256
MTM03C1,Total Sunshine Hours,1986M05,1986-05-01,Malin head,Number,143.40,55.385,-7.378
MTM03C1,Total Sunshine Hours,1986M05,1986-05-01,Mullingar,Number,164.50,53.525,-7.340
MTM03C1,Total Sunshine Hours,1986M05,1986-05-01,Roches Point,Number,179.70,51.785,-8.252
MTM03C1,Total Sunshine Hours,1986M05,1986-05-01,Rosslare,Number,209.80,52.261,-6.331
MTM03C1,Total Sunshine Hours,1986M05,1986-05-01,Shannon airport,Number,160.10,52.684,-8.925
MTM03C1,Total Sunshine Hours,1986M06,1986-06-01,Belmullet,Number,126.70,54.226,-9.992
MTM03C1,Total Sunshine Hours,1986M06,1986-06-01,Birr,Number,105.20,53.095,-7.902
MTM03C1,Total Sunshine Hours,1986M06,1986-06-01,Valentia Observatory,Number,142.70,51.936,-10.244
MTM03C1,Total Sunshine Hours,1986M06,1986-06-01,Casement,Number,164.50,53.307,-6.447
MTM03C1,Total Sunshine Hours,1986M06,1986-06-01,Claremorris,Number,95.70,53.719,-9.006
MTM03C1,Total Sunshine Hours,1986M06,1986-06-01,Clones,Number,132.80,54.195,-7.234
MTM03C1,Total Sunshine Hours,1986M06,1986-06-01,Cork airport,Number,111.30,51.841,-8.491
MTM03C1,Total Sunshine Hours,1986M06,1986-06-01,Dublin airport,Number,176.60,53.421,-6.270
MTM03C1,Total Sunshine Hours,1986M06,1986-06-01,Galway,Number,121.60,53.270,-9.056
MTM03C1,Total Sunshine Hours,1986M06,1986-06-01,Kilkenny,Number,118.70,52.651,-7.256
MTM03C1,Total Sunshine Hours,1986M06,1986-06-01,Malin head,Number,160.10,55.385,-7.378
MTM03C1,Total Sunshine Hours,1986M06,1986-06-01,Mullingar,Number,133.30,53.525,-7.340
MTM03C1,Total Sunshine Hours,1986M06,1986-06-01,Roches Point,Number,121.10,51.785,-8.252
MTM03C1,Total Sunshine Hours,1986M06,1986-06-01,Rosslare,Number,151.40,52.261,-6.331
MTM03C1,Total Sunshine Hours,1986M06,1986-06-01,Shannon airport,Number,114.10,52.684,-8.925
MTM03C1,Total Sunshine Hours,1986M07,1986-07-01,Belmullet,Number,73.20,54.226,-9.992
MTM03C1,Total Sunshine Hours,1986M07,1986-07-01,Birr,Number,58.70,53.095,-7.902
MTM03C1,Total Sunshine Hours,1986M07,1986-07-01,Valentia Observatory,Number,63.30,51.936,-10.244
MTM03C1,Total Sunshine Hours,1986M07,1986-07-01,Casement,Number,84.70,53.307,-6.447
MTM03C1,Total Sunshine Hours,1986M07,1986-07-01,Claremorris,Number,60.30,53.719,-9.006
MTM03C1,Total Sunshine Hours,1986M07,1986-07-01,Clones,Number,79.90,54.195,-7.234
MTM03C1,Total Sunshine Hours,1986M07,1986-07-01,Cork airport,Number,110.60,51.841,-8.491
MTM03C1,Total Sunshine Hours,1986M07,1986-07-01,Dublin airport,Number,93.40,53.421,-6.270
MTM03C1,Total Sunshine Hours,1986M07,1986-07-01,Galway,Number,88.10,53.270,-9.056
MTM03C1,Total Sunshine Hours,1986M07,1986-07-01,Kilkenny,Number,76.30,52.651,-7.256
MTM03C1,Total Sunshine Hours,1986M07,1986-07-01,Malin head,Number,94.00,55.385,-7.378
MTM03C1,Total Sunshine Hours,1986M07,1986-07-01,Mullingar,Number,82.90,53.525,-7.340
MTM03C1,Total Sunshine Hours,1986M07,1986-07-01,Roches Point,Number,101.10,51.785,-8.252
MTM03C1,Total Sunshine Hours,1986M07,1986-07-01,Rosslare,Number,135.00,52.261,-6.331
MTM03C1,Total Sunshine Hours,1986M07,1986-07-01,Shannon airport,Number,69.10,52.684,-8.925
MTM03C1,Total Sunshine Hours,1986M08,1986-08-01,Belmullet,Number,158.30,54.226,-9.992
MTM03C1,Total Sunshine Hours,1986M08,1986-08-01,Birr,Number,121.10,53.095,-7.902
MTM03C1,Total Sunshine Hours,1986M08,1986-08-01,Valentia Observatory,Number,144.30,51.936,-10.244
MTM03C1,Total Sunshine Hours,1986M08,1986-08-01,Casement,Number,130.10,53.307,-6.447
MTM03C1,Total Sunshine Hours,1986M08,1986-08-01,Claremorris,Number,101.90,53.719,-9.006
MTM03C1,Total Sunshine Hours,1986M08,1986-08-01,Clones,Number,119.60,54.195,-7.234
MTM03C1,Total Sunshine Hours,1986M08,1986-08-01,Cork airport,Number,135.40,51.841,-8.491
MTM03C1,Total Sunshine Hours,1986M08,1986-08-01,Dublin airport,Number,140.30,53.421,-6.270
MTM03C1,Total Sunshine Hours,1986M08,1986-08-01,Galway,Number,148.40,53.270,-9.056
MTM03C1,Total Sunshine Hours,1986M08,1986-08-01,Kilkenny,Number,117.60,52.651,-7.256
MTM03C1,Total Sunshine Hours,1986M08,1986-08-01,Malin head,Number,135.50,55.385,-7.378
MTM03C1,Total Sunshine Hours,1986M08,1986-08-01,Mullingar,Number,125.70,53.525,-7.340
MTM03C1,Total Sunshine Hours,1986M08,1986-08-01,Roches Point,Number,148.60,51.785,-8.252
MTM03C1,Total Sunshine Hours,1986M08,1986-08-01,Rosslare,Number,149.90,52.261,-6.331
MTM03C1,Total Sunshine Hours,1986M08,1986-08-01,Shannon airport,Number,157.20,52.684,-8.925
MTM03C1,Total Sunshine Hours,1986M09,1986-09-01,Belmullet,Number,149.20,54.226,-9.992
MTM03C1,Total Sunshine Hours,1986M09,1986-09-01,Birr,Number,139.30,53.095,-7.902
MTM03C1,Total Sunshine Hours,1986M09,1986-09-01,Valentia Observatory,Number,142.70,51.936,-10.244
MTM03C1,Total Sunshine Hours,1986M09,1986-09-01,Casement,Number,180.70,53.307,-6.447
MTM03C1,Total Sunshine Hours,1986M09,1986-09-01,Claremorris,Number,124.50,53.719,-9.006
MTM03C1,Total Sunshine Hours,1986M09,1986-09-01,Clones,Number,154.20,54.195,-7.234
MTM03C1,Total Sunshine Hours,1986M09,1986-09-01,Cork airport,Number,153.20,51.841,-8.491
MTM03C1,Total Sunshine Hours,1986M09,1986-09-01,Dublin airport,Number,195.40,53.421,-6.270
MTM03C1,Total Sunshine Hours,1986M09,1986-09-01,Galway,Number,140.10,53.270,-9.056
MTM03C1,Total Sunshine Hours,1986M09,1986-09-01,Kilkenny,Number,153.90,52.651,-7.256
MTM03C1,Total Sunshine Hours,1986M09,1986-09-01,Malin head,Number,157.70,55.385,-7.378
MTM03C1,Total Sunshine Hours,1986M09,1986-09-01,Mullingar,Number,164.90,53.525,-7.340
MTM03C1,Total Sunshine Hours,1986M09,1986-09-01,Roches Point,Number,152.50,51.785,-8.252
MTM03C1,Total Sunshine Hours,1986M09,1986-09-01,Rosslare,Number,162.30,52.261,-6.331
MTM03C1,Total Sunshine Hours,1986M09,1986-09-01,Shannon airport,Number,148.70,52.684,-8.925
MTM03C1,Total Sunshine Hours,1986M10,1986-10-01,Belmullet,Number,91.70,54.226,-9.992
MTM03C1,Total Sunshine Hours,1986M10,1986-10-01,Birr,Number,101.40,53.095,-7.902
MTM03C1,Total Sunshine Hours,1986M10,1986-10-01,Valentia Observatory,Number,77.00,51.936,-10.244
MTM03C1,Total Sunshine Hours,1986M10,1986-10-01,Casement,Number,124.70,53.307,-6.447
MTM03C1,Total Sunshine Hours,1986M10,1986-10-01,Claremorris,Number,72.70,53.719,-9.006
MTM03C1,Total Sunshine Hours,1986M10,1986-10-01,Clones,Number,93.40,54.195,-7.234
MTM03C1,Total Sunshine Hours,1986M10,1986-10-01,Cork airport,Number,106.70,51.841,-8.491
MTM03C1,Total Sunshine Hours,1986M10,1986-10-01,Dublin airport,Number,129.50,53.421,-6.270
MTM03C1,Total Sunshine Hours,1986M10,1986-10-01,Galway,Number,112.40,53.270,-9.056
MTM03C1,Total Sunshine Hours,1986M10,1986-10-01,Kilkenny,Number,109.90,52.651,-7.256
MTM03C1,Total Sunshine Hours,1986M10,1986-10-01,Malin head,Number,84.40,55.385,-7.378
MTM03C1,Total Sunshine Hours,1986M10,1986-10-01,Mullingar,Number,106.80,53.525,-7.340
MTM03C1,Total Sunshine Hours,1986M10,1986-10-01,Roches Point,Number,113.20,51.785,-8.252
MTM03C1,Total Sunshine Hours,1986M10,1986-10-01,Rosslare,Number,123.00,52.261,-6.331
MTM03C1,Total Sunshine Hours,1986M10,1986-10-01,Shannon airport,Number,91.90,52.684,-8.925
MTM03C1,Total Sunshine Hours,1986M11,1986-11-01,Belmullet,Number,38.70,54.226,-9.992
MTM03C1,Total Sunshine Hours,1986M11,1986-11-01,Birr,Number,62.20,53.095,-7.902
MTM03C1,Total Sunshine Hours,1986M11,1986-11-01,Valentia Observatory,Number,39.10,51.936,-10.244
MTM03C1,Total Sunshine Hours,1986M11,1986-11-01,Casement,Number,78.10,53.307,-6.447
MTM03C1,Total Sunshine Hours,1986M11,1986-11-01,Claremorris,Number,49.80,53.719,-9.006
MTM03C1,Total Sunshine Hours,1986M11,1986-11-01,Clones,Number,67.60,54.195,-7.234
MTM03C1,Total Sunshine Hours,1986M11,1986-11-01,Cork airport,Number,63.80,51.841,-8.491
MTM03C1,Total Sunshine Hours,1986M11,1986-11-01,Dublin airport,Number,87.20,53.421,-6.270
MTM03C1,Total Sunshine Hours,1986M11,1986-11-01,Galway,Number,59.60,53.270,-9.056
MTM03C1,Total Sunshine Hours,1986M11,1986-11-01,Kilkenny,Number,67.40,52.651,-7.256
MTM03C1,Total Sunshine Hours,1986M11,1986-11-01,Malin head,Number,42.20,55.385,-7.378
MTM03C1,Total Sunshine Hours,1986M11,1986-11-01,Mullingar,Number,71.70,53.525,-7.340
MTM03C1,Total Sunshine Hours,1986M11,1986-11-01,Roches Point,Number,73.50,51.785,-8.252
MTM03C1,Total Sunshine Hours,1986M11,1986-11-01,Rosslare,Number,77.00,52.261,-6.331
MTM03C1,Total Sunshine Hours,1986M11,1986-11-01,Shannon airport,Number,51.30,52.684,-8.925
MTM03C1,Total Sunshine Hours,1986M12,1986-12-01,Belmullet,Number,27.20,54.226,-9.992
MTM03C1,Total Sunshine Hours,1986M12,1986-12-01,Birr,Number,41.60,53.095,-7.902
MTM03C1,Total Sunshine Hours,1986M12,1986-12-01,Valentia Observatory,Number,33.90,51.936,-10.244
MTM03C1,Total Sunshine Hours,1986M12,1986-12-01,Casement,Number,48.60,53.307,-6.447
MTM03C1,Total Sunshine Hours,1986M12,1986-12-01,Claremorris,Number,27.50,53.719,-9.006
MTM03C1,Total Sunshine Hours,1986M12,1986-12-01,Clones,Number,36.50,54.195,-7.234
MTM03C1,Total Sunshine Hours,1986M12,1986-12-01,Cork airport,Number,55.80,51.841,-8.491
MTM03C1,Total Sunshine Hours,1986M12,1986-12-01,Dublin airport,Number,60.50,53.421,-6.270
MTM03C1,Total Sunshine Hours,1986M12,1986-12-01,Galway,Number,43.20,53.270,-9.056
MTM03C1,Total Sunshine Hours,1986M12,1986-12-01,Kilkenny,Number,50.90,52.651,-7.256
MTM03C1,Total Sunshine Hours,1986M12,1986-12-01,Malin head,Number,20.60,55.385,-7.378
MTM03C1,Total Sunshine Hours,1986M12,1986-12-01,Mullingar,Number,50.10,53.525,-7.340
MTM03C1,Total Sunshine Hours,1986M12,1986-12-01,Roches Point,Number,58.40,51.785,-8.252
MTM03C1,Total Sunshine Hours,1986M12,1986-12-01,Rosslare,Number,68.20,52.261,-6.331
MTM03C1,Total Sunshine Hours,1986M12,1986-12-01,Shannon airport,Number,43.10,52.684,-8.925
MTM03C1,Total Sunshine Hours,1987M01,1987-01-01,Belmullet,Number,69.80,54.226,-9.992
MTM03C1,Total Sunshine Hours,1987M01,1987-01-01,Birr,Number,46.90,53.095,-7.902
MTM03C1,Total Sunshine Hours,1987M01,1987-01-01,Valentia Observatory,Number,47.10,51.936,-10.244
MTM03C1,Total Sunshine Hours,1987M01,1987-01-01,Casement,Number,42.10,53.307,-6.447
MTM03C1,Total Sunshine Hours,1987M01,1987-01-01,Claremorris,Number,41.10,53.719,-9.006
MTM03C1,Total Sunshine Hours,1987M01,1987-01-01,Clones,Number,35.90,54.195,-7.234
MTM03C1,Total Sunshine Hours,1987M01,1987-01-01,Cork airport,Number,30.60,51.841,-8.491
MTM03C1,Total Sunshine Hours,1987M01,1987-01-01,Dublin airport,Number,44.40,53.421,-6.270
MTM03C1,Total Sunshine Hours,1987M01,1987-01-01,Galway,Number,66.60,53.270,-9.056
MTM03C1,Total Sunshine Hours,1987M01,1987-01-01,Kilkenny,Number,40.40,52.651,-7.256
MTM03C1,Total Sunshine Hours,1987M01,1987-01-01,Malin head,Number,44.70,55.385,-7.378
MTM03C1,Total Sunshine Hours,1987M01,1987-01-01,Mullingar,Number,44.70,53.525,-7.340
MTM03C1,Total Sunshine Hours,1987M01,1987-01-01,Roches Point,Number,31.70,51.785,-8.252
MTM03C1,Total Sunshine Hours,1987M01,1987-01-01,Rosslare,Number,45.00,52.261,-6.331
MTM03C1,Total Sunshine Hours,1987M01,1987-01-01,Shannon airport,Number,55.10,52.684,-8.925
MTM03C1,Total Sunshine Hours,1987M02,1987-02-01,Belmullet,Number,64.40,54.226,-9.992
MTM03C1,Total Sunshine Hours,1987M02,1987-02-01,Birr,Number,60.10,53.095,-7.902
MTM03C1,Total Sunshine Hours,1987M02,1987-02-01,Valentia Observatory,Number,63.80,51.936,-10.244
MTM03C1,Total Sunshine Hours,1987M02,1987-02-01,Casement,Number,64.30,53.307,-6.447
MTM03C1,Total Sunshine Hours,1987M02,1987-02-01,Claremorris,Number,52.70,53.719,-9.006
MTM03C1,Total Sunshine Hours,1987M02,1987-02-01,Clones,Number,64.40,54.195,-7.234
MTM03C1,Total Sunshine Hours,1987M02,1987-02-01,Cork airport,Number,67.00,51.841,-8.491
MTM03C1,Total Sunshine Hours,1987M02,1987-02-01,Dublin airport,Number,68.40,53.421,-6.270
MTM03C1,Total Sunshine Hours,1987M02,1987-02-01,Galway,Number,61.50,53.270,-9.056
MTM03C1,Total Sunshine Hours,1987M02,1987-02-01,Kilkenny,Number,58.00,52.651,-7.256
MTM03C1,Total Sunshine Hours,1987M02,1987-02-01,Malin head,Number,81.30,55.385,-7.378
MTM03C1,Total Sunshine Hours,1987M02,1987-02-01,Mullingar,Number,72.20,53.525,-7.340
MTM03C1,Total Sunshine Hours,1987M02,1987-02-01,Roches Point,Number,66.30,51.785,-8.252
MTM03C1,Total Sunshine Hours,1987M02,1987-02-01,Rosslare,Number,65.70,52.261,-6.331
MTM03C1,Total Sunshine Hours,1987M02,1987-02-01,Shannon airport,Number,59.40,52.684,-8.925
MTM03C1,Total Sunshine Hours,1987M03,1987-03-01,Belmullet,Number,87.90,54.226,-9.992
MTM03C1,Total Sunshine Hours,1987M03,1987-03-01,Birr,Number,73.60,53.095,-7.902
MTM03C1,Total Sunshine Hours,1987M03,1987-03-01,Valentia Observatory,Number,85.50,51.936,-10.244
MTM03C1,Total Sunshine Hours,1987M03,1987-03-01,Casement,Number,91.30,53.307,-6.447
MTM03C1,Total Sunshine Hours,1987M03,1987-03-01,Claremorris,Number,69.50,53.719,-9.006
MTM03C1,Total Sunshine Hours,1987M03,1987-03-01,Clones,Number,73.40,54.195,-7.234
MTM03C1,Total Sunshine Hours,1987M03,1987-03-01,Cork airport,Number,102.10,51.841,-8.491
MTM03C1,Total Sunshine Hours,1987M03,1987-03-01,Dublin airport,Number,89.30,53.421,-6.270
MTM03C1,Total Sunshine Hours,1987M03,1987-03-01,Galway,Number,88.80,53.270,-9.056
MTM03C1,Total Sunshine Hours,1987M03,1987-03-01,Kilkenny,Number,93.10,52.651,-7.256
MTM03C1,Total Sunshine Hours,1987M03,1987-03-01,Malin head,Number,81.90,55.385,-7.378
MTM03C1,Total Sunshine Hours,1987M03,1987-03-01,Mullingar,Number,85.90,53.525,-7.340
MTM03C1,Total Sunshine Hours,1987M03,1987-03-01,Roches Point,Number,109.80,51.785,-8.252
MTM03C1,Total Sunshine Hours,1987M03,1987-03-01,Rosslare,Number,102.00,52.261,-6.331
MTM03C1,Total Sunshine Hours,1987M03,1987-03-01,Shannon airport,Number,92.10,52.684,-8.925
MTM03C1,Total Sunshine Hours,1987M04,1987-04-01,Belmullet,Number,79.60,54.226,-9.992
MTM03C1,Total Sunshine Hours,1987M04,1987-04-01,Birr,Number,89.70,53.095,-7.902
MTM03C1,Total Sunshine Hours,1987M04,1987-04-01,Valentia Observatory,Number,88.70,51.936,-10.244
MTM03C1,Total Sunshine Hours,1987M04,1987-04-01,Casement,Number,109.90,53.307,-6.447
MTM03C1,Total Sunshine Hours,1987M04,1987-04-01,Claremorris,Number,75.20,53.719,-9.006
MTM03C1,Total Sunshine Hours,1987M04,1987-04-01,Clones,Number,83.00,54.195,-7.234
MTM03C1,Total Sunshine Hours,1987M04,1987-04-01,Cork airport,Number,98.60,51.841,-8.491
MTM03C1,Total Sunshine Hours,1987M04,1987-04-01,Dublin airport,Number,115.30,53.421,-6.270
MTM03C1,Total Sunshine Hours,1987M04,1987-04-01,Galway,Number,91.60,53.270,-9.056
MTM03C1,Total Sunshine Hours,1987M04,1987-04-01,Kilkenny,Number,99.50,52.651,-7.256
MTM03C1,Total Sunshine Hours,1987M04,1987-04-01,Malin head,Number,95.40,55.385,-7.378
MTM03C1,Total Sunshine Hours,1987M04,1987-04-01,Mullingar,Number,97.00,53.525,-7.340
MTM03C1,Total Sunshine Hours,1987M04,1987-04-01,Roches Point,Number,98.70,51.785,-8.252
MTM03C1,Total Sunshine Hours,1987M04,1987-04-01,Rosslare,Number,136.60,52.261,-6.331
MTM03C1,Total Sunshine Hours,1987M04,1987-04-01,Shannon airport,Number,96.20,52.684,-8.925
MTM03C1,Total Sunshine Hours,1987M05,1987-05-01,Belmullet,Number,152.20,54.226,-9.992
MTM03C1,Total Sunshine Hours,1987M05,1987-05-01,Birr,Number,144.30,53.095,-7.902
MTM03C1,Total Sunshine Hours,1987M05,1987-05-01,Valentia Observatory,Number,195.60,51.936,-10.244
MTM03C1,Total Sunshine Hours,1987M05,1987-05-01,Casement,Number,166.00,53.307,-6.447
MTM03C1,Total Sunshine Hours,1987M05,1987-05-01,Claremorris,Number,124.30,53.719,-9.006
MTM03C1,Total Sunshine Hours,1987M05,1987-05-01,Clones,Number,166.70,54.195,-7.234
MTM03C1,Total Sunshine Hours,1987M05,1987-05-01,Cork airport,Number,202.00,51.841,-8.491
MTM03C1,Total Sunshine Hours,1987M05,1987-05-01,Dublin airport,Number,189.20,53.421,-6.270
