STATISTIC,Statistic Label,Month,month_date,Meteorological Weather Station,UNIT,VALUE,latitude,longitude
MTM03C1,Total Sunshine Hours,1987M05,1987-05-01,Galway,Number,174.10,53.270,-9.056
MTM03C1,Total Sunshine Hours,1987M05,1987-05-01,Kilkenny,Number,162.50,52.651,-7.256
MTM03C1,Total Sunshine Hours,1987M05,1987-05-01,Malin head,Number,179.30,55.385,-7.378
MTM03C1,Total Sunshine Hours,1987M05,1987-05-01,Mullingar,Number,169.40,53.525,-7.340
MTM03C1,Total Sunshine Hours,1987M05,1987-05-01,Roches Point,Number,201.30,51.785,-8.252
MTM03C1,Total Sunshine Hours,1987M05,1987-05-01,Rosslare,Number,194.00,52.261,-6.331
MTM03C1,Total Sunshine Hours,1987M05,1987-05-01,Shannon airport,Number,178.60,52.684,-8.925
MTM03C1,Total Sunshine Hours,1987M06,1987-06-01,Belmullet,Number,146.60,54.226,-9.992
MTM03C1,Total Sunshine Hours,1987M06,1987-06-01,Birr,Number,78.60,53.095,-7.902
MTM03C1,Total Sunshine Hours,1987M06,1987-06-01,Valentia Observatory,Number,106.30,51.936,-10.244
MTM03C1,Total Sunshine Hours,1987M06,1987-06-01,Casement,Number,81.20,53.307,-6.447
MTM03C1,Total Sunshine Hours,1987M06,1987-06-01,Claremorris,Number,100.80,53.719,-9.006
MTM03C1,Total Sunshine Hours,1987M06,1987-06-01,Clones,Number,85.00,54.195,-7.234
MTM03C1,Total Sunshine Hours,1987M06,1987-06-01,Cork airport,Number,110.90,51.841,-8.491
MTM03C1,Total Sunshine Hours,1987M06,1987-06-01,Dublin airport,Number,104.50,53.421,-6.270
MTM03C1,Total Sunshine Hours,1987M06,1987-06-01,Galway,Number,127.90,53.270,-9.056
MTM03C1,Total Sunshine Hours,1987M06,1987-06-01,Kilkenny,Number,87.70,52.651,-7.256
MTM03C1,Total Sunshine Hours,1987M06,1987-06-01,Malin head,Number,174.60,55.385,-7.378
MTM03C1,Total Sunshine Hours,1987M06,1987-06-01,Mullingar,Number,93.50,53.525,-7.340
MTM03C1,Total Sunshine Hours,1987M06,1987-06-01,Roches Point,Number,115.40,51.785,-8.252
MTM03C1,Total Sunshine Hours,1987M06,1987-06-01,Rosslare,Number,126.60,52.261,-6.331
MTM03C1,Total Sunshine Hours,1987M06,1987-06-01,Shannon airport,Number,100.90,52.684,-8.925
MTM03C1,Total Sunshine Hours,1987M07,1987-07-01,Belmullet,Number,77.50,54.226,-9.992
MTM03C1,Total Sunshine Hours,1987M07,1987-07-01,Birr,Number,108.60,53.095,-7.902
MTM03C1,Total Sunshine Hours,1987M07,1987-07-01,Valentia Observatory,Number,146.60,51.936,-10.244
MTM03C1,Total Sunshine Hours,1987M07,1987-07-01,Casement,Number,133.60,53.307,-6.447
MTM03C1,Total Sunshine Hours,1987M07,1987-07-01,Claremorris,Number,70.20,53.719,-9.006
MTM03C1,Total Sunshine Hours,1987M07,1987-07-01,Clones,Number,109.00,54.195,-7.234
MTM03C1,Total Sunshine Hours,1987M07,1987-07-01,Cork airport,Number,168.10,51.841,-8.491
MTM03C1,Total Sunshine Hours,1987M07,1987-07-01,Dublin airport,Number,163.10,53.421,-6.270
MTM03C1,Total Sunshine Hours,1987M07,1987-07-01,Galway,Number,125.30,53.270,-9.056
MTM03C1,Total Sunshine Hours,1987M07,1987-07-01,Kilkenny,Number,136.40,52.651,-7.256
MTM03C1,Total Sunshine Hours,1987M07,1987-07-01,Malin head,Number,85.50,55.385,-7.378
MTM03C1,Total Sunshine Hours,1987M07,1987-07-01,Mullingar,Number,127.30,53.525,-7.340
MTM03C1,Total Sunshine Hours,1987M07,1987-07-01,Roches Point,Number,177.20,51.785,-8.252
MTM03C1,Total Sunshine Hours,1987M07,1987-07-01,Rosslare,Number,194.60,52.261,-6.331
MTM03C1,Total Sunshine Hours,1987M07,1987-07-01,Shannon airport,Number,125.30,52.684,-8.925
MTM03C1,Total Sunshine Hours,1987M08,1987-08-01,Belmullet,Number,102.10,54.226,-9.992
MTM03C1,Total Sunshine Hours,1987M08,1987-08-01,Birr,Number,112.50,53.095,-7.902
MTM03C1,Total Sunshine Hours,1987M08,1987-08-01,Valentia Observatory,Number,152.20,51.936,-10.244
MTM03C1,Total Sunshine Hours,1987M08,1987-08-01,Casement,Number,129.10,53.307,-6.447
MTM03C1,Total Sunshine Hours,1987M08,1987-08-01,Claremorris,Number,101.80,53.719,-9.006
MTM03C1,Total Sunshine Hours,1987M08,1987-08-01,Clones,Number,110.90,54.195,-7.234
MTM03C1,Total Sunshine Hours,1987M08,1987-08-01,Cork airport,Number,152.30,51.841,-8.491
MTM03C1,Total Sunshine Hours,1987M08,1987-08-01,Dublin airport,Number,127.90,53.421,-6.270
MTM03C1,Total Sunshine Hours,1987M08,1987-08-01,Galway,Number,133.60,53.270,-9.056
MTM03C1,Total Sunshine Hours,1987M08,1987-08-01,Kilkenny,Number,132.90,52.651,-7.256
MTM03C1,Total Sunshine Hours,1987M08,1987-08-01,Malin head,Number,108.30,55.385,-7.378
MTM03C1,Total Sunshine Hours,1987M08,1987-08-01,Mullingar,Number,113.90,53.525,-7.340
MTM03C1,Total Sunshine Hours,1987M08,1987-08-01,Roches Point,Number,155.20,51.785,-8.252
MTM03C1,Total Sunshine Hours,1987M08,1987-08-01,Rosslare,Number,171.40,52.261,-6.331
MTM03C1,Total Sunshine Hours,1987M08,1987-08-01,Shannon airport,Number,138.60,52.684,-8.925
MTM03C1,Total Sunshine Hours,1987M09,1987-09-01,Belmullet,Number,140.60,54.226,-9.992
MTM03C1,Total Sunshine Hours,1987M09,1987-09-01,Birr,Number,129.80,53.095,-7.902
MTM03C1,Total Sunshine Hours,1987M09,1987-09-01,Valentia Observatory,Number,130.90,51.936,-10.244
MTM03C1,Total Sunshine Hours,1987M09,1987-09-01,Casement,Number,146.10,53.307,-6.447
MTM03C1,Total Sunshine Hours,1987M09,1987-09-01,Claremorris,Number,103.30,53.719,-9.006
MTM03C1,Total Sunshine Hours,1987M09,1987-09-01,Clones,Number,134.00,54.195,-7.234
MTM03C1,Total Sunshine Hours,1987M09,1987-09-01,Cork airport,Number,148.10,51.841,-8.491
MTM03C1,Total Sunshine Hours,1987M09,1987-09-01,Dublin airport,Number,156.80,53.421,-6.270
MTM03C1,Total Sunshine Hours,1987M09,1987-09-01,Galway,Number,146.00,53.270,-9.056
MTM03C1,Total Sunshine Hours,1987M09,1987-09-01,Kilkenny,Number,144.00,52.651,-7.256
MTM03C1,Total Sunshine Hours,1987M09,1987-09-01,Malin head,Number,142.80,55.385,-7.378
MTM03C1,Total Sunshine Hours,1987M09,1987-09-01,Mullingar,Number,152.70,53.525,-7.340
MTM03C1,Total Sunshine Hours,1987M09,1987-09-01,Roches Point,Number,154.50,51.785,-8.252
MTM03C1,Total Sunshine Hours,1987M09,1987-09-01,Rosslare,Number,173.40,52.261,-6.331
MTM03C1,Total Sunshine Hours,1987M09,1987-09-01,Shannon airport,Number,133.80,52.684,-8.925
MTM03C1,Total Sunshine Hours,1987M10,1987-10-01,Belmullet,Number,105.80,54.226,-9.992
MTM03C1,Total Sunshine Hours,1987M10,1987-10-01,Birr,Number,93.90,53.095,-7.902
MTM03C1,Total Sunshine Hours,1987M10,1987-10-01,Valentia Observatory,Number,92.30,51.936,-10.244
MTM03C1,Total Sunshine Hours,1987M10,1987-10-01,Casement,Number,99.20,53.307,-6.447
MTM03C1,Total Sunshine Hours,1987M10,1987-10-01,Claremorris,Number,85.40,53.719,-9.006
MTM03C1,Total Sunshine Hours,1987M10,1987-10-01,Clones,Number,97.00,54.195,-7.234
MTM03C1,Total Sunshine Hours,1987M10,1987-10-01,Cork airport,Number,112.10,51.841,-8.491
MTM03C1,Total Sunshine Hours,1987M10,1987-10-01,Dublin airport,Number,95.70,53.421,-6.270
MTM03C1,Total Sunshine Hours,1987M10,1987-10-01,Galway,Number,107.50,53.270,-9.056
MTM03C1,Total Sunshine Hours,1987M10,1987-10-01,Kilkenny,Number,105.60,52.651,-7.256
MTM03C1,Total Sunshine Hours,1987M10,1987-10-01,Malin head,Number,118.50,55.385,-7.378
MTM03C1,Total Sunshine Hours,1987M10,1987-10-01,Mullingar,Number,103.10,53.525,-7.340
MTM03C1,Total Sunshine Hours,1987M10,1987-10-01,Roches Point,Number,116.50,51.785,-8.252
MTM03C1,Total Sunshine Hours,1987M10,1987-10-01,Rosslare,Number,119.80,52.261,-6.331
MTM03C1,Total Sunshine Hours,1987M10,1987-10-01,Shannon airport,Number,89.10,52.684,-8.925
MTM03C1,Total Sunshine Hours,1987M11,1987-11-01,Belmullet,Number,48.80,54.226,-9.992
MTM03C1,Total Sunshine Hours,1987M11,1987-11-01,Birr,Number,55.20,53.095,-7.902
MTM03C1,Total Sunshine Hours,1987M11,1987-11-01,Valentia Observatory,Number,70.20,51.936,-10.244
MTM03C1,Total Sunshine Hours,1987M11,1987-11-01,Casement,Number,52.70,53.307,-6.447
MTM03C1,Total Sunshine Hours,1987M11,1987-11-01,Claremorris,Number,43.80,53.719,-9.006
MTM03C1,Total Sunshine Hours,1987M11,1987-11-01,Clones,Number,48.00,54.195,-7.234
MTM03C1,Total Sunshine Hours,1987M11,1987-11-01,Cork airport,Number,68.70,51.841,-8.491
MTM03C1,Total Sunshine Hours,1987M11,1987-11-01,Dublin airport,Number,50.90,53.421,-6.270
MTM03C1,Total Sunshine Hours,1987M11,1987-11-01,Galway,Number,63.10,53.270,-9.056
MTM03C1,Total Sunshine Hours,1987M11,1987-11-01,Kilkenny,Number,62.40,52.651,-7.256
MTM03C1,Total Sunshine Hours,1987M11,1987-11-01,Malin head,Number,47.50,55.385,-7.378
MTM03C1,Total Sunshine Hours,1987M11,1987-11-01,Mullingar,Number,62.30,53.525,-7.340
MTM03C1,Total Sunshine Hours,1987M11,1987-11-01,Roches Point,Number,72.60,51.785,-8.252
MTM03C1,Total Sunshine Hours,1987M11,1987-11-01,Rosslare,Number,72.20,52.261,-6.331
MTM03C1,Total Sunshine Hours,1987M11,1987-11-01,Shannon airport,Number,68.00,52.684,-8.925
MTM03C1,Total Sunshine Hours,1987M12,1987-12-01,Belmullet,Number,42.80,54.226,-9.992
MTM03C1,Total Sunshine Hours,1987M12,1987-12-01,Birr,Number,29.70,53.095,-7.902
MTM03C1,Total Sunshine Hours,1987M12,1987-12-01,Valentia Observatory,Number,29.30,51.936,-10.244
MTM03C1,Total Sunshine Hours,1987M12,1987-12-01,Casement,Number,34.10,53.307,-6.447
MTM03C1,Total Sunshine Hours,1987M12,1987-12-01,Claremorris,Number,28.10,53.719,-9.006
MTM03C1,Total Sunshine Hours,1987M12,1987-12-01,Clones,Number,20.60,54.195,-7.234
MTM03C1,Total Sunshine Hours,1987M12,1987-12-01,Cork airport,Number,20.50,51.841,-8.491
MTM03C1,Total Sunshine Hours,1987M12,1987-12-01,Dublin airport,Number,34.00,53.421,-6.270
MTM03C1,Total Sunshine Hours,1987M12,1987-12-01,Galway,Number,42.70,53.270,-9.056
MTM03C1,Total Sunshine Hours,1987M12,1987-12-01,Kilkenny,Number,29.50,52.651,-7.256
MTM03C1,Total Sunshine Hours,1987M12,1987-12-01,Malin head,Number,35.60,55.385,-7.378
MTM03C1,Total Sunshine Hours,1987M12,1987-12-01,Mullingar,Number,42.30,53.525,-7.340
MTM03C1,Total Sunshine Hours,1987M12,1987-12-01,Roches Point,Number,21.40,51.785,-8.252
MTM03C1,Total Sunshine Hours,1987M12,1987-12-01,Rosslare,Number,26.60,52.261,-6.331
MTM03C1,Total Sunshine Hours,1987M12,1987-12-01,Shannon airport,Number,39.80,52.684,-8.925
MTM03C1,Total Sunshine Hours,1988M01,1988-01-01,Belmullet,Number,32.70,54.226,-9.992
MTM03C1,Total Sunshine Hours,1988M01,1988-01-01,Birr,Number,49.30,53.095,-7.902
MTM03C1,Total Sunshine Hours,1988M01,1988-01-01,Valentia Observatory,Number,42.00,51.936,-10.244
MTM03C1,Total Sunshine Hours,1988M01,1988-01-01,Casement,Number,66.30,53.307,-6.447
MTM03C1,Total Sunshine Hours,1988M01,1988-01-01,Claremorris,Number,39.80,53.719,-9.006
MTM03C1,Total Sunshine Hours,1988M01,1988-01-01,Clones,Number,46.20,54.195,-7.234
MTM03C1,Total Sunshine Hours,1988M01,1988-01-01,Cork airport,Number,66.20,51.841,-8.491
MTM03C1,Total Sunshine Hours,1988M01,1988-01-01,Dublin airport,Number,68.60,53.421,-6.270
MTM03C1,Total Sunshine Hours,1988M01,1988-01-01,Galway,Number,39.20,53.270,-9.056
MTM03C1,Total Sunshine Hours,1988M01,1988-01-01,Kilkenny,Number,64.70,52.651,-7.256
MTM03C1,Total Sunshine Hours,1988M01,1988-01-01,Malin head,Number,41.70,55.385,-7.378
MTM03C1,Total Sunshine Hours,1988M01,1988-01-01,Mullingar,Number,58.30,53.525,-7.340
MTM03C1,Total Sunshine Hours,1988M01,1988-01-01,Roches Point,Number,69.80,51.785,-8.252
MTM03C1,Total Sunshine Hours,1988M01,1988-01-01,Rosslare,Number,83.50,52.261,-6.331
MTM03C1,Total Sunshine Hours,1988M01,1988-01-01,Shannon airport,Number,42.30,52.684,-8.925
MTM03C1,Total Sunshine Hours,1988M02,1988-02-01,Belmullet,Number,58.00,54.226,-9.992
MTM03C1,Total Sunshine Hours,1988M02,1988-02-01,Birr,Number,57.50,53.095,-7.902
MTM03C1,Total Sunshine Hours,1988M02,1988-02-01,Valentia Observatory,Number,63.90,51.936,-10.244
MTM03C1,Total Sunshine Hours,1988M02,1988-02-01,Casement,Number,66.50,53.307,-6.447
MTM03C1,Total Sunshine Hours,1988M02,1988-02-01,Claremorris,Number,54.90,53.719,-9.006
MTM03C1,Total Sunshine Hours,1988M02,1988-02-01,Clones,Number,62.30,54.195,-7.234
MTM03C1,Total Sunshine Hours,1988M02,1988-02-01,Cork airport,Number,80.80,51.841,-8.491
MTM03C1,Total Sunshine Hours,1988M02,1988-02-01,Dublin airport,Number,81.80,53.421,-6.270
MTM03C1,Total Sunshine Hours,1988M02,1988-02-01,Galway,Number,63.90,53.270,-9.056
MTM03C1,Total Sunshine Hours,1988M02,1988-02-01,Kilkenny,Number,73.40,52.651,-7.256
MTM03C1,Total Sunshine Hours,1988M02,1988-02-01,Malin head,Number,47.90,55.385,-7.378
MTM03C1,Total Sunshine Hours,1988M02,1988-02-01,Mullingar,Number,63.80,53.525,-7.340
MTM03C1,Total Sunshine Hours,1988M02,1988-02-01,Roches Point,Number,78.50,51.785,-8.252
MTM03C1,Total Sunshine Hours,1988M02,1988-02-01,Rosslare,Number,104.10,52.261,-6.331
MTM03C1,Total Sunshine Hours,1988M02,1988-02-01,Shannon airport,Number,60.20,52.684,-8.925
MTM03C1,Total Sunshine Hours,1988M03,1988-03-01,Belmullet,Number,78.30,54.226,-9.992
MTM03C1,Total Sunshine Hours,1988M03,1988-03-01,Birr,Number,69.50,53.095,-7.902
MTM03C1,Total Sunshine Hours,1988M03,1988-03-01,Valentia Observatory,Number,71.30,51.936,-10.244
MTM03C1,Total Sunshine Hours,1988M03,1988-03-01,Casement,Number,80.00,53.307,-6.447
MTM03C1,Total Sunshine Hours,1988M03,1988-03-01,Claremorris,Number,63.60,53.719,-9.006
MTM03C1,Total Sunshine Hours,1988M03,1988-03-01,Clones,Number,77.70,54.195,-7.234
MTM03C1,Total Sunshine Hours,1988M03,1988-03-01,Cork airport,Number,88.00,51.841,-8.491
MTM03C1,Total Sunshine Hours,1988M03,1988-03-01,Dublin airport,Number,101.10,53.421,-6.270
MTM03C1,Total Sunshine Hours,1988M03,1988-03-01,Galway,Number,84.70,53.270,-9.056
MTM03C1,Total Sunshine Hours,1988M03,1988-03-01,Kilkenny,Number,84.50,52.651,-7.256
MTM03C1,Total Sunshine Hours,1988M03,1988-03-01,Malin head,Number,66.60,55.385,-7.378
MTM03C1,Total Sunshine Hours,1988M03,1988-03-01,Mullingar,Number,86.90,53.525,-7.340
MTM03C1,Total Sunshine Hours,1988M03,1988-03-01,Roches Point,Number,89.70,51.785,-8.252
MTM03C1,Total Sunshine Hours,1988M03,1988-03-01,Rosslare,Number,105.20,52.261,-6.331
MTM03C1,Total Sunshine Hours,1988M03,1988-03-01,Shannon airport,Number,88.60,52.684,-8.925
MTM03C1,Total Sunshine Hours,1988M04,1988-04-01,Belmullet,Number,119.20,54.226,-9.992
MTM03C1,Total Sunshine Hours,1988M04,1988-04-01,Birr,Number,132.10,53.095,-7.902
MTM03C1,Total Sunshine Hours,1988M04,1988-04-01,Valentia Observatory,Number,138.00,51.936,-10.244
MTM03C1,Total Sunshine Hours,1988M04,1988-04-01,Casement,Number,149.20,53.307,-6.447
MTM03C1,Total Sunshine Hours,1988M04,1988-04-01,Claremorris,Number,118.90,53.719,-9.006
MTM03C1,Total Sunshine Hours,1988M04,1988-04-01,Clones,Number,124.00,54.195,-7.234
MTM03C1,Total Sunshine Hours,1988M04,1988-04-01,Cork airport,Number,109.00,51.841,-8.491
MTM03C1,Total Sunshine Hours,1988M04,1988-04-01,Dublin airport,Number,158.40,53.421,-6.270
MTM03C1,Total Sunshine Hours,1988M04,1988-04-01,Galway,Number,129.50,53.270,-9.056
MTM03C1,Total Sunshine Hours,1988M04,1988-04-01,Kilkenny,Number,127.60,52.651,-7.256
MTM03C1,Total Sunshine Hours,1988M04,1988-04-01,Malin head,Number,154.00,55.385,-7.378
MTM03C1,Total Sunshine Hours,1988M04,1988-04-01,Mullingar,Number,145.60,53.525,-7.340
MTM03C1,Total Sunshine Hours,1988M04,1988-04-01,Roches Point,Number,114.60,51.785,-8.252
MTM03C1,Total Sunshine Hours,1988M04,1988-04-01,Rosslare,Number,146.30,52.261,-6.331
MTM03C1,Total Sunshine Hours,1988M04,1988-04-01,Shannon airport,Number,139.80,52.684,-8.925
MTM03C1,Total Sunshine Hours,1988M05,1988-05-01,Belmullet,Number,179.80,54.226,-9.992
MTM03C1,Total Sunshine Hours,1988M05,1988-05-01,Birr,Number,150.00,53.095,-7.902
MTM03C1,Total Sunshine Hours,1988M05,1988-05-01,Valentia Observatory,Number,203.40,51.936,-10.244
MTM03C1,Total Sunshine Hours,1988M05,1988-05-01,Casement,Number,188.20,53.307,-6.447
MTM03C1,Total Sunshine Hours,1988M05,1988-05-01,Claremorris,Number,148.90,53.719,-9.006
MTM03C1,Total Sunshine Hours,1988M05,1988-05-01,Clones,Number,164.90,54.195,-7.234
MTM03C1,Total Sunshine Hours,1988M05,1988-05-01,Cork airport,Number,182.00,51.841,-8.491
MTM03C1,Total Sunshine Hours,1988M05,1988-05-01,Dublin airport,Number,195.70,53.421,-6.270
MTM03C1,Total Sunshine Hours,1988M05,1988-05-01,Galway,Number,202.10,53.270,-9.056
MTM03C1,Total Sunshine Hours,1988M05,1988-05-01,Kilkenny,Number,179.10,52.651,-7.256
MTM03C1,Total Sunshine Hours,1988M05,1988-05-01,Malin head,Number,183.10,55.385,-7.378
MTM03C1,Total Sunshine Hours,1988M05,1988-05-01,Mullingar,Number,188.00,53.525,-7.340
MTM03C1,Total Sunshine Hours,1988M05,1988-05-01,Roches Point,Number,200.80,51.785,-8.252
MTM03C1,Total Sunshine Hours,1988M05,1988-05-01,Rosslare,Number,249.10,52.261,-6.331
MTM03C1,Total Sunshine Hours,1988M05,1988-05-01,Shannon airport,Number,177.60,52.684,-8.925
MTM03C1,Total Sunshine Hours,1988M06,1988-06-01,Belmullet,Number,144.10,54.226,-9.992
MTM03C1,Total Sunshine Hours,1988M06,1988-06-01,Birr,Number,148.80,53.095,-7.902
MTM03C1,Total Sunshine Hours,1988M06,1988-06-01,Valentia Observatory,Number,184.80,51.936,-10.244
MTM03C1,Total Sunshine Hours,1988M06,1988-06-01,Casement,Number,159.40,53.307,-6.447
MTM03C1,Total Sunshine Hours,1988M06,1988-06-01,Claremorris,Number,158.40,53.719,-9.006
MTM03C1,Total Sunshine Hours,1988M06,1988-06-01,Clones,Number,177.20,54.195,-7.234
MTM03C1,Total Sunshine Hours,1988M06,1988-06-01,Cork airport,Number,188.40,51.841,-8.491
MTM03C1,Total Sunshine Hours,1988M06,1988-06-01,Dublin airport,Number,173.20,53.421,-6.270
MTM03C1,Total Sunshine Hours,1988M06,1988-06-01,Galway,Number,183.00,53.270,-9.056
MTM03C1,Total Sunshine Hours,1988M06,1988-06-01,Kilkenny,Number,168.50,52.651,-7.256
MTM03C1,Total Sunshine Hours,1988M06,1988-06-01,Malin head,Number,140.80,55.385,-7.378
MTM03C1,Total Sunshine Hours,1988M06,1988-06-01,Mullingar,Number,173.80,53.525,-7.340
MTM03C1,Total Sunshine Hours,1988M06,1988-06-01,Roches Point,Number,208.50,51.785,-8.252
MTM03C1,Total Sunshine Hours,1988M06,1988-06-01,Rosslare,Number,203.80,52.261,-6.331
MTM03C1,Total Sunshine Hours,1988M06,1988-06-01,Shannon airport,Number,171.20,52.684,-8.925
MTM03C1,Total Sunshine Hours,1988M07,1988-07-01,Belmullet,Number,120.30,54.226,-9.992
MTM03C1,Total Sunshine Hours,1988M07,1988-07-01,Birr,Number,98.40,53.095,-7.902
MTM03C1,Total Sunshine Hours,1988M07,1988-07-01,Valentia Observatory,Number,95.50,51.936,-10.244
MTM03C1,Total Sunshine Hours,1988M07,1988-07-01,Casement,Number,131.10,53.307,-6.447
MTM03C1,Total Sunshine Hours,1988M07,1988-07-01,Claremorris,Number,89.90,53.719,-9.006
MTM03C1,Total Sunshine Hours,1988M07,1988-07-01,Clones,Number,115.10,54.195,-7.234
MTM03C1,Total Sunshine Hours,1988M07,1988-07-01,Cork airport,Number,130.10,51.841,-8.491
MTM03C1,Total Sunshine Hours,1988M07,1988-07-01,Dublin airport,Number,135.50,53.421,-6.270
MTM03C1,Total Sunshine Hours,1988M07,1988-07-01,Galway,Number,131.70,53.270,-9.056
MTM03C1,Total Sunshine Hours,1988M07,1988-07-01,Kilkenny,Number,102.90,52.651,-7.256
MTM03C1,Total Sunshine Hours,1988M07,1988-07-01,Malin head,Number,135.00,55.385,-7.378
MTM03C1,Total Sunshine Hours,1988M07,1988-07-01,Mullingar,Number,116.20,53.525,-7.340
MTM03C1,Total Sunshine Hours,1988M07,1988-07-01,Roches Point,Number,138.10,51.785,-8.252
MTM03C1,Total Sunshine Hours,1988M07,1988-07-01,Rosslare,Number,155.80,52.261,-6.331
MTM03C1,Total Sunshine Hours,1988M07,1988-07-01,Shannon airport,Number,114.10,52.684,-8.925
MTM03C1,Total Sunshine Hours,1988M08,1988-08-01,Belmullet,Number,147.40,54.226,-9.992
MTM03C1,Total Sunshine Hours,1988M08,1988-08-01,Birr,Number,110.70,53.095,-7.902
MTM03C1,Total Sunshine Hours,1988M08,1988-08-01,Valentia Observatory,Number,115.50,51.936,-10.244
MTM03C1,Total Sunshine Hours,1988M08,1988-08-01,Casement,Number,134.40,53.307,-6.447
MTM03C1,Total Sunshine Hours,1988M08,1988-08-01,Claremorris,Number,99.10,53.719,-9.006
MTM03C1,Total Sunshine Hours,1988M08,1988-08-01,Clones,Number,105.40,54.195,-7.234
MTM03C1,Total Sunshine Hours,1988M08,1988-08-01,Cork airport,Number,149.30,51.841,-8.491
MTM03C1,Total Sunshine Hours,1988M08,1988-08-01,Dublin airport,Number,135.40,53.421,-6.270
MTM03C1,Total Sunshine Hours,1988M08,1988-08-01,Galway,Number,148.00,53.270,-9.056
MTM03C1,Total Sunshine Hours,1988M08,1988-08-01,Kilkenny,Number,126.80,52.651,-7.256
MTM03C1,Total Sunshine Hours,1988M08,1988-08-01,Malin head,Number,84.00,55.385,-7.378
MTM03C1,Total Sunshine Hours,1988M08,1988-08-01,Mullingar,Number,121.90,53.525,-7.340
MTM03C1,Total Sunshine Hours,1988M08,1988-08-01,Roches Point,Number,160.70,51.785,-8.252
MTM03C1,Total Sunshine Hours,1988M08,1988-08-01,Rosslare,Number,163.80,52.261,-6.331
MTM03C1,Total Sunshine Hours,1988M08,1988-08-01,Shannon airport,Number,132.60,52.684,-8.925
MTM03C1,Total Sunshine Hours,1988M09,1988-09-01,Belmullet,Number,101.30,54.226,-9.992
MTM03C1,Total Sunshine Hours,1988M09,1988-09-01,Birr,Number,94.50,53.095,-7.902
MTM03C1,Total Sunshine Hours,1988M09,1988-09-01,Valentia Observatory,Number,64.50,51.936,-10.244
MTM03C1,Total Sunshine Hours,1988M09,1988-09-01,Casement,Number,115.60,53.307,-6.447
MTM03C1,Total Sunshine Hours,1988M09,1988-09-01,Claremorris,Number,76.30,53.719,-9.006
MTM03C1,Total Sunshine Hours,1988M09,1988-09-01,Clones,Number,105.10,54.195,-7.234
MTM03C1,Total Sunshine Hours,1988M09,1988-09-01,Cork airport,Number,118.60,51.841,-8.491
MTM03C1,Total Sunshine Hours,1988M09,1988-09-01,Dublin airport,Number,120.80,53.421,-6.270
MTM03C1,Total Sunshine Hours,1988M09,1988-09-01,Galway,Number,97.10,53.270,-9.056
MTM03C1,Total Sunshine Hours,1988M09,1988-09-01,Kilkenny,Number,107.90,52.651,-7.256
MTM03C1,Total Sunshine Hours,1988M09,1988-09-01,Malin head,Number,86.40,55.385,-7.378
MTM03C1,Total Sunshine Hours,1988M09,1988-09-01,Mullingar,Number,103.10,53.525,-7.340
MTM03C1,Total Sunshine Hours,1988M09,1988-09-01,Roches Point,Number,128.60,51.785,-8.252
MTM03C1,Total Sunshine Hours,1988M09,1988-09-01,Rosslare,Number,142.20,52.261,-6.331
MTM03C1,Total Sunshine Hours,1988M09,1988-09-01,Shannon airport,Number,84.60,52.684,-8.925
MTM03C1,Total Sunshine Hours,1988M10,1988-10-01,Belmullet,Number,107.70,54.226,-9.992
MTM03C1,Total Sunshine Hours,1988M10,1988-10-01,Birr,Number,93.40,53.095,-7.902
MTM03C1,Total Sunshine Hours,1988M10,1988-10-01,Valentia Observatory,Number,87.00,51.936,-10.244
